"trip_id","arrival_time","departure_time","stop_id","stop_sequence","shape_dist_traveled"
"6524058754351104_volta_0_0","06:00:00","06:00:00","29716580","0","21.0"
"6524058754351104_volta_0_0","06:03:28","06:03:28","674074","1","1364.0"
"6524058754351104_volta_0_0","06:04:36","06:04:36","1120001","2","1806.0"
"6524058754351104_volta_0_0","06:07:53","06:07:53","989007","3","3095.0"
"6524058754351104_volta_0_0","06:08:59","06:08:59","702202","4","3528.0"
"6524058754351104_volta_0_0","06:10:04","06:10:04","948039","5","3952.0"
"6524058754351104_volta_0_0","06:10:45","06:10:45","944034","6","4221.0"
"6524058754351104_volta_0_0","06:12:16","06:12:16","946072","7","4811.0"
"6524058754351104_volta_0_0","06:14:02","06:14:02","997027","8","5506.0"
"6524058754351104_volta_0_0","06:16:49","06:16:49","736985","9","6598.0"
"6524058754351104_volta_0_0","06:21:26","06:21:26","949035","10","8463.0"
"6524058754351104_volta_0_0","06:23:00","06:23:00","743844","11","9036.0"
"6524058754351104_volta_0_0","06:25:30","06:25:30","722243","12","10005.0"
"6524058754351104_volta_0_0","06:28:56","06:28:56","29371715","13","11343.0"
"6524058754351104_volta_0_0","06:30:16","06:30:16","868035","14","11873.0"
"6524058754351104_volta_0_0","06:32:21","06:32:21","666085","15","12689.0"
"6524058754351104_volta_0_0","06:33:46","06:33:46","647136","16","13244.0"
"6524058754351104_volta_0_0","06:35:32","06:35:32","633207","17","13937.0"
"6524058754351104_volta_0_0","06:37:02","06:37:02","634229","18","14527.0"
"6524058754351104_volta_0_0","06:37:59","06:37:59","708142","19","14897.0"
"6524058754351104_volta_0_0","06:38:54","06:38:54","650043","20","15257.0"
"6524058754351104_volta_0_0","06:39:49","06:39:49","568437","21","15618.0"
"6524058754351104_volta_0_0","06:40:37","06:40:37","588170","22","15927.0"
"6524058754351104_volta_0_0","06:41:40","06:41:40","568192","23","16341.0"
"6524058754351104_volta_0_0","06:43:00","06:43:00","669206","24","16862.0"
"6524058754351104_volta_0_0","06:44:34","06:44:34","29575566","25","17479.0"
"6524058754351104_volta_0_0","06:45:50","06:45:50","792020","26","17973.0"
"6524058754351104_volta_0_0","06:46:22","06:46:22","606033","27","18185.0"
"6524058754351104_volta_0_0","06:47:39","06:47:39","787041","28","18689.0"
"6524058754351104_volta_0_0","06:48:17","06:48:17","788030","29","18933.0"
"6524058754351104_volta_0_0","06:48:51","06:48:51","796009","30","19157.0"
"6524058754351104_volta_0_0","06:49:19","06:49:19","791075","31","19343.0"
"6524058754351104_volta_0_0","06:49:46","06:49:46","796010","32","19519.0"
"6524058754351104_volta_0_0","06:50:45","06:50:45","30733016","33","19904.0"
"6524058754351104_volta_0_0","06:52:07","06:52:07","30184970","34","20440.0"
"6524058754351104_volta_0_0","06:52:56","06:52:56","30656126","35","20761.0"
"6524058754351104_volta_0_0","06:54:00","06:54:00","735524","36","21177.0"
"6524058754351104_volta_0_0","06:55:37","06:55:37","742531","37","21810.0"
"6524058754351104_volta_0_0","06:56:50","06:56:50","747513","38","22290.0"
"6524058754351104_volta_0_0","06:57:33","06:57:33","30017730","39","22571.0"
"6524058754351104_volta_0_0","06:58:29","06:58:29","757546","40","22959.0"
"6524058754351104_volta_0_0","07:00:00","07:00:00","740509","41","23526.0"
