"trip_id","arrival_time","departure_time","stop_id","stop_sequence","shape_dist_traveled"
"1300004_volta_0_0","04:25:00","04:25:00","747222","0","28.0"
"1300004_volta_0_0","04:27:05","04:27:05","860043","1","786.0"
"1300004_volta_0_0","04:28:02","04:28:02","683077","2","1141.0"
"1300004_volta_0_0","04:29:09","04:29:09","567172","3","1560.0"
"1300004_volta_0_0","04:29:36","04:29:36","746911","4","1733.0"
"1300004_volta_0_0","04:30:54","04:30:54","5834886121783296","5","2221.0"
"1300004_volta_0_0","04:33:35","04:33:35","946013","6","3241.0"
"1300004_volta_0_0","04:35:30","04:35:30","673106","7","3951.0"
"1300004_volta_0_0","04:36:17","04:36:17","744915","8","4241.0"
"1300004_volta_0_0","04:37:31","04:37:31","538481","9","4708.0"
"1300004_volta_0_0","04:38:02","04:38:02","6035656480391168","10","4899.0"
"1300004_volta_0_0","04:38:35","04:38:35","1307002","11","5107.0"
"1300004_volta_0_0","04:39:34","04:39:34","704363","12","5474.0"
"1300004_volta_0_0","04:40:20","04:40:20","683078","13","5762.0"
"1300004_volta_0_0","04:41:26","04:41:26","1313001","14","6180.0"
"1300004_volta_0_0","04:42:14","04:42:14","787040","15","6480.0"
"1300004_volta_0_0","04:43:38","04:43:38","667091","16","7007.0"
"1300004_volta_0_0","04:44:57","04:44:57","606032","17","7500.0"
"1300004_volta_0_0","04:46:14","04:46:14","951069","18","7983.0"
"1300004_volta_0_0","04:47:04","04:47:04","670090","19","8295.0"
"1300004_volta_0_0","04:48:16","04:48:16","662218","20","8746.0"
"1300004_volta_0_0","04:48:55","04:48:55","594073","21","8990.0"
"1300004_volta_0_0","04:49:50","04:49:50","662219","22","9364.0"
"1300004_volta_0_0","04:50:15","04:50:15","1310003","23","9493.0"
"1300004_volta_0_0","04:51:04","04:51:04","1071011","24","9799.0"
"1300004_volta_0_0","04:51:54","04:51:54","5674836639350784","25","10108.0"
"1300004_volta_0_0","04:52:39","04:52:39","6193104402776064","26","10391.0"
"1300004_volta_0_0","04:53:27","04:53:27","661065","27","10693.0"
"1300004_volta_0_0","04:54:15","04:54:15","670071","28","10996.0"
"1300004_volta_0_0","04:55:23","04:55:23","1313002","29","11418.0"
"1300004_volta_0_0","04:56:06","04:56:06","777088","30","11689.0"
"1300004_volta_0_0","04:57:19","04:57:19","677079","31","12149.0"
"1300004_volta_0_0","04:58:36","04:58:36","702204","32","12627.0"
"1300004_volta_0_0","05:00:25","05:00:25","714220","33","13308.0"
"1300004_volta_0_0","05:01:45","05:01:45","745943","34","13814.0"
"1300004_volta_0_0","05:03:47","05:03:47","660058","35","14549.0"
"1300004_volta_0_0","05:07:16","05:07:16","1317002","36","15885.0"
"1300004_volta_0_0","05:10:03","05:10:03","997002","37","16928.0"
"1300004_volta_0_0","05:11:39","05:11:39","1314002","38","17529.0"
"1300004_volta_0_0","05:12:47","05:12:47","743645","39","17956.0"
"1300004_volta_0_0","05:13:45","05:13:45","681086","40","18338.0"
"1300004_volta_0_0","05:14:29","05:14:29","785021","41","18596.0"
"1300004_volta_0_0","05:17:01","05:17:01","683027","42","19551.0"
"1300004_volta_0_0","05:18:38","05:18:38","1318003","43","20155.0"
"1300004_volta_0_0","05:20:16","05:20:16","683028","44","20770.0"
"1300004_volta_0_0","05:22:25","05:22:25","710165","45","21575.0"
"1300004_volta_0_0","05:23:12","05:23:12","708166","46","21874.0"
"1300004_volta_0_0","05:24:08","05:24:08","683029","47","22222.0"
"1300004_volta_0_0","05:25:51","05:25:51","1306006","48","22866.0"
"1300004_volta_0_0","05:27:28","05:27:28","757659","49","23478.0"
"1300004_volta_0_0","05:28:38","05:28:38","676031","50","23916.0"
"1300004_volta_0_0","05:30:19","05:30:19","776029","51","24543.0"
"1300004_volta_0_0","05:33:03","05:33:03","735639","52","25572.0"
"1300004_volta_0_0","05:33:48","05:33:48","945008","53","25857.0"
