"lat","lon","region"
"-23.6619769","-46.6384932","59"
"-23.662004","-46.6383679","59"
"-23.6620254","-46.6382785","59"
"-23.6593349","-46.6379871","59"
"-23.6596523","-46.6381464","59"
"-23.6727827","-46.6406975","46"
"-23.6739816","-46.6366171","46"
"-23.6741772","-46.6366214","46"
"-23.6742289","-46.6366065","46"
"-23.6743103","-46.6365268","46"
"-23.6743911","-46.6363328","46"
"-23.6744626","-46.6362759","46"
"-23.674547","-46.6362574","46"
"-23.6746267","-46.636268","46"
"-23.6747262","-46.6363347","46"
"-23.6749971","-46.6369363","46"
"-23.6751668","-46.637213","46"
"-23.6752211","-46.6373015","46"
"-23.6753418","-46.6373409","46"
"-23.672307","-46.6365409","47"
"-23.6720343","-46.6361386","47"
"-23.6717815","-46.6357804","47"
"-23.671158","-46.6352702","47"
"-23.670201","-46.6346065","47"
"-23.6700256","-46.6345392","47"
"-23.678876","-46.6341632","45"
"-23.6790671","-46.6335384","45"
"-23.6791407","-46.6331248","45"
"-23.6791302","-46.6326806","45"
"-23.6790952","-46.6324337","45"
"-23.6790215","-46.6321637","45"
"-23.679018","-46.6320067","45"
"-23.6790565","-46.6319186","45"
"-23.6791916","-46.6317126","45"
"-23.6776036","-46.640783","46"
"-23.6768227","-46.6356401","46"
"-23.6776901","-46.63509","46"
"-23.678064","-46.6348529","46"
"-23.6720972","-46.6328545","47"
"-23.6722896","-46.6326324","47"
"-23.6725596","-46.6324434","47"
"-23.673204","-46.6318609","47"
"-23.6762376","-46.634129","46"
"-23.6762453","-46.6343352","46"
"-23.6761892","-46.6346783","46"
"-23.6760574","-46.6349816","46"
"-23.6758245","-46.635242","46"
"-23.6757095","-46.6353737","46"
"-23.6755467","-46.6356157","46"
"-23.6754121","-46.6357474","46"
"-23.675168","-46.6359067","46"
"-23.6751091","-46.6360078","46"
"-23.6751652","-46.6361334","46"
"-23.6753007","-46.6363561","46"
"-23.6752201","-46.6368723","46"
"-23.6751668","-46.637213","46"
"-23.6708735","-46.6396212","47"
"-23.6709385","-46.6396281","47"
"-23.6801524","-46.6359887","35"
"-23.6807301","-46.635693","35"
"-23.6814332","-46.6353593","35"
"-23.6748173","-46.6373808","46"
"-23.6749415","-46.6375498","46"
"-23.6749845","-46.6376845","46"
"-23.6749389","-46.6388907","46"
"-23.6720969","-46.6318683","47"
"-23.672126","-46.6320633","47"
"-23.6721021","-46.6321016","47"
"-23.671858","-46.6322701","47"
"-23.6716532","-46.63246","47"
"-23.6715213","-46.6326346","47"
"-23.6714989","-46.6327173","47"
"-23.6715185","-46.6328184","47"
"-23.6715825","-46.6328524","47"
"-23.6719157","-46.6328533","47"
"-23.671987","-46.6328579","47"
"-23.6720972","-46.6328545","47"
"-23.6725836","-46.6328816","47"
"-23.672834","-46.632839","47"
"-23.672954","-46.6327744","47"
"-23.6703171","-46.6402776","59"
"-23.6706038","-46.6403443","59"
"-23.6772854","-46.6365265","46"
"-23.6776768","-46.6362602","46"
"-23.6778892","-46.6361157","46"
"-23.670087","-46.637642","47"
"-23.6705344","-46.6380459","47"
"-23.6709771","-46.6383624","47"
"-23.683307","-46.637446","35"
"-23.6826816","-46.6373086","35"
"-23.6702054","-46.6341833","47"
"-23.670201","-46.6346065","47"
"-23.6697112","-46.6397163","59"
"-23.6701579","-46.6398151","59"
"-23.6752058","-46.6337368","46"
"-23.6754149","-46.633796","46"
"-23.6757207","-46.6338144","46"
"-23.6759956","-46.6338818","46"
"-23.6762376","-46.634129","46"
"-23.676437","-46.6343327","46"
"-23.6718395","-46.6338437","47"
"-23.6717182","-46.633616","47"
"-23.6715702","-46.6333383","47"
"-23.6714692","-46.6331974","47"
"-23.6713821","-46.6331432","47"
"-23.6712672","-46.6330718","47"
"-23.671183","-46.6329737","47"
"-23.6710119","-46.6326613","47"
"-23.6709319","-46.6324844","47"
"-23.6767338","-46.6298767","46"
"-23.6766337","-46.6297608","46"
"-23.676575","-46.629638","46"
"-23.676558","-46.6295416","46"
"-23.6765701","-46.6294471","46"
"-23.676808","-46.6290465","46"
"-23.6752845","-46.6406783","46"
"-23.6762972","-46.6404483","46"
"-23.6767676","-46.6404385","46"
"-23.6773817","-46.6402915","46"
"-23.6783311","-46.6392514","46"
"-23.6787674","-46.6389756","46"
"-23.6791414","-46.6387016","46"
"-23.6799413","-46.6381156","46"
"-23.6796073","-46.6375497","46"
"-23.6741252","-46.6343099","46"
"-23.6740594","-46.634152","46"
"-23.6740419","-46.6340467","46"
"-23.6740857","-46.6338935","46"
"-23.6743882","-46.6337547","46"
"-23.6745899","-46.633568","46"
"-23.6748902","-46.633267","46"
"-23.67077","-46.6374596","47"
"-23.6707313","-46.6377894","47"
"-23.6705344","-46.6380459","47"
"-23.676077","-46.6317708","46"
"-23.6763948","-46.6320067","46"
"-23.6766754","-46.6321062","46"
"-23.6768612","-46.6321139","46"
"-23.6774399","-46.6325658","46"
"-23.67778","-46.6329142","46"
"-23.6778992","-46.6330876","46"
"-23.6782794","-46.6336681","46"
"-23.6783689","-46.633776","46"
"-23.6784958","-46.6338891","46"
"-23.6787199","-46.6340795","46"
"-23.678876","-46.6341632","46"
"-23.6733191","-46.6378431","46"
"-23.6734443","-46.6374266","46"
"-23.673451","-46.6373363","46"
"-23.673428","-46.6372533","46"
"-23.67389","-46.6367708","46"
"-23.6739529","-46.636686","46"
"-23.6739816","-46.6366171","46"
"-23.6740462","-46.6362478","46"
"-23.6741504","-46.6360669","46"
"-23.6741732","-46.6360151","46"
"-23.6742828","-46.6359002","46"
"-23.6749886","-46.6355268","46"
"-23.6750587","-46.6354263","46"
"-23.675256","-46.6350051","46"
"-23.6754006","-46.6348759","46"
"-23.6755935","-46.6347323","46"
"-23.6756943","-46.6346222","46"
"-23.6757382","-46.6344786","46"
"-23.6757075","-46.6343063","46"
"-23.6755935","-46.6341435","46"
"-23.6753042","-46.6338803","46"
"-23.6752058","-46.6337368","46"
"-23.6751543","-46.6336617","46"
"-23.6749824","-46.6333879","46"
"-23.6748902","-46.633267","46"
"-23.6746792","-46.6330178","46"
"-23.6745797","-46.6328289","46"
"-23.6744052","-46.63264","46"
"-23.6743025","-46.6325755","46"
"-23.6742028","-46.6325577","46"
"-23.6741229","-46.632575","46"
"-23.6739308","-46.632676","46"
"-23.6738528","-46.6326802","46"
"-23.6737646","-46.6326333","46"
"-23.673718","-46.6325703","46"
"-23.6736173","-46.6322371","46"
"-23.6736224","-46.6321153","46"
"-23.6737471","-46.631667","46"
"-23.6736799","-46.6315219","46"
"-23.6733212","-46.6312446","46"
"-23.6732659","-46.6312071","46"
"-23.6732316","-46.6311755","46"
"-23.6731692","-46.6311216","46"
"-23.6731133","-46.6310732","46"
"-23.6770719","-46.6349111","46"
"-23.6768646","-46.6344968","46"
"-23.673204","-46.6318609","46"
"-23.6732436","-46.6317713","46"
"-23.6732997","-46.6317337","46"
"-23.6737471","-46.631667","46"
"-23.6742815","-46.63164","46"
"-23.674771","-46.6316163","46"
"-23.6749332","-46.6316618","46"
"-23.6751868","-46.6317256","46"
"-23.6754876","-46.6320883","46"
"-23.6757233","-46.6324872","46"
"-23.6761115","-46.6331445","46"
"-23.6761587","-46.6332891","46"
"-23.6764303","-46.6339876","46"
"-23.6764549","-46.6341934","46"
"-23.676437","-46.6343327","46"
"-23.6730789","-46.6405611","46"
"-23.6729444","-46.6402741","46"
"-23.6760996","-46.6381896","46"
"-23.6759423","-46.6375218","46"
"-23.6757285","-46.6370866","46"
"-23.6709385","-46.6396281","47"
"-23.671254","-46.6395874","47"
"-23.6718776","-46.6395073","47"
"-23.6735953","-46.6394077","46"
"-23.6734791","-46.6379404","46"
"-23.681287","-46.6345049","35"
"-23.6818313","-46.6346017","35"
"-23.6830611","-46.6348342","35"
"-23.6831346","-46.6348574","35"
"-23.6713821","-46.6331432","47"
"-23.6707453","-46.6336017","47"
"-23.6707152","-46.6336892","47"
"-23.670779","-46.6337947","47"
"-23.6712076","-46.6338932","47"
"-23.6713149","-46.6339019","47"
"-23.6717182","-46.633616","47"
"-23.6813077","-46.6374421","35"
"-23.681408","-46.63756","35"
"-23.6814652","-46.6376849","35"
"-23.6775715","-46.6373745","46"
"-23.678084","-46.6370141","46"
"-23.6783","-46.6368669","46"
"-23.6784051","-46.6368564","46"
"-23.672615","-46.6352873","47"
"-23.6727834","-46.6354778","47"
"-23.6732263","-46.635979","47"
"-23.6709396","-46.6388844","47"
"-23.6702034","-46.6382717","47"
"-23.670087","-46.637642","47"
"-23.675539","-46.6312228","46"
"-23.6751883","-46.6313377","46"
"-23.6749008","-46.6313721","46"
"-23.674771","-46.6316163","46"
"-23.6701874","-46.6337826","47"
"-23.6707152","-46.6336892","47"
"-23.6750754","-46.6328188","46"
"-23.6755636","-46.6325768","46"
"-23.6757233","-46.6324872","46"
"-23.6709771","-46.6383624","47"
"-23.6717153","-46.6370568","47"
"-23.6762451","-46.6409639","46"
"-23.6763331","-46.6408992","46"
"-23.6767676","-46.6404385","46"
"-23.678084","-46.6370141","46"
"-23.6776768","-46.6362602","46"
"-23.6791414","-46.6387016","35"
"-23.6788049","-46.6381277","35"
"-23.673428","-46.6372533","46"
"-23.6728796","-46.6364865","46"
"-23.6725941","-46.636105","46"
"-23.6703573","-46.6363841","47"
"-23.6702418","-46.6360246","47"
"-23.6699585","-46.6356882","47"
"-23.6698378","-46.6354921","47"
"-23.6696756","-46.6351127","47"
"-23.6696461","-46.6350443","47"
"-23.6696252","-46.6350215","47"
"-23.6695933","-46.6350309","47"
"-23.6692468","-46.6353765","47"
"-23.6731133","-46.6310732","47"
"-23.67309","-46.631086","47"
"-23.672876","-46.6312041","47"
"-23.6715613","-46.6319885","47"
"-23.6709598","-46.6322791","47"
"-23.670205","-46.6326104","47"
"-23.6694782","-46.632956","47"
"-23.6692487","-46.633104","47"
"-23.6691247","-46.6332581","47"
"-23.6690306","-46.6335056","47"
"-23.6689867","-46.6337557","47"
"-23.6689597","-46.6345534","47"
"-23.6689521","-46.6347264","47"
"-23.6689337","-46.6348981","47"
"-23.6689005","-46.6350698","47"
"-23.6688526","-46.6352401","47"
"-23.6687642","-46.6354077","47"
"-23.6683853","-46.6358371","47"
"-23.6681826","-46.6359617","47"
"-23.6674802","-46.6361877","47"
"-23.6672737","-46.6362889","47"
"-23.6670507","-46.6364575","47"
"-23.6669012","-46.6366759","47"
"-23.6666728","-46.6370096","47"
"-23.6663063","-46.6375334","47"
"-23.6661199","-46.6376714","47"
"-23.6660287","-46.6377292","47"
"-23.6752201","-46.6368723","46"
"-23.6758406","-46.6364612","46"
"-23.6759949","-46.6363157","46"
"-23.6761212","-46.6361051","46"
"-23.6762474","-46.6357566","46"
"-23.6763912","-46.635412","46"
"-23.676584","-46.635215","46"
"-23.6770719","-46.6349111","46"
"-23.677456","-46.6346718","46"
"-23.6777308","-46.6345006","46"
"-23.676584","-46.635215","46"
"-23.6768227","-46.6356401","46"
"-23.6770689","-46.6360786","46"
"-23.6771207","-46.6361708","46"
"-23.6772854","-46.6365265","46"
"-23.6775715","-46.6373745","46"
"-23.6777011","-46.6378122","46"
"-23.6780395","-46.6384797","46"
"-23.6781136","-46.6385336","46"
"-23.674166","-46.6393617","46"
"-23.6740853","-46.638942","46"
"-23.6740142","-46.6381913","46"
"-23.6739242","-46.6400894","46"
"-23.6735183","-46.6403275","46"
"-23.6730789","-46.6405611","46"
"-23.676785","-46.6392193","46"
"-23.6766678","-46.638638","46"
"-23.6765531","-46.6380848","46"
"-23.6764173","-46.6373883","46"
"-23.6763706","-46.6372393","46"
"-23.6760995","-46.6368426","46"
"-23.6818313","-46.6346017","35"
"-23.6821846","-46.6364413","35"
"-23.6749971","-46.6369363","46"
"-23.6748173","-46.6373808","46"
"-23.6745041","-46.6381555","46"
"-23.674497","-46.6382857","46"
"-23.6744941","-46.6384514","46"
"-23.6745111","-46.6391473","46"
"-23.671158","-46.6352702","47"
"-23.6717441","-46.6349435","47"
"-23.6718115","-46.6348393","47"
"-23.671813","-46.6346306","47"
"-23.6784747","-46.632298","45"
"-23.6782056","-46.6323465","45"
"-23.6779812","-46.6323082","45"
"-23.6778626","-46.6322354","45"
"-23.6777497","-46.6321167","45"
"-23.6776761","-46.6319597","45"
"-23.6776866","-46.6317377","45"
"-23.6777462","-46.6313432","45"
"-23.6777378","-46.6312064","45"
"-23.677701","-46.6311206","45"
"-23.6776371","-46.6310669","45"
"-23.6775413","-46.6310857","45"
"-23.6774726","-46.6311286","45"
"-23.6774166","-46.6311939","45"
"-23.6768612","-46.6321139","45"
"-23.6777011","-46.6378122","46"
"-23.6785054","-46.6373154","46"
"-23.673204","-46.6318609","46"
"-23.6732609","-46.6324582","46"
"-23.6733086","-46.6329196","46"
"-23.6733289","-46.6329703","46"
"-23.6733634","-46.6330066","46"
"-23.6735783","-46.6331116","46"
"-23.6736138","-46.6331573","46"
"-23.6704283","-46.6394653","47"
"-23.6705533","-46.6393334","47"
"-23.6705796","-46.6391515","47"
"-23.6704218","-46.63896","47"
"-23.6702795","-46.6388294","47"
"-23.6701456","-46.6387781","47"
"-23.6697818","-46.6387765","47"
"-23.6770689","-46.6360786","46"
"-23.6779183","-46.6354977","46"
"-23.6787549","-46.6349257","46"
"-23.672834","-46.632839","47"
"-23.6724133","-46.6336239","47"
"-23.6723676","-46.634352","47"
"-23.6723648","-46.634591","47"
"-23.6720343","-46.6361386","47"
"-23.6745797","-46.6328289","46"
"-23.6748289","-46.6325812","46"
"-23.67516","-46.6323205","46"
"-23.6751786","-46.6322739","46"
"-23.6751624","-46.6322238","46"
"-23.6742815","-46.63164","46"
"-23.670814","-46.6399571","47"
"-23.6708328","-46.6398476","47"
"-23.6708542","-46.6397264","47"
"-23.6708735","-46.6396212","47"
"-23.6753418","-46.6373409","46"
"-23.6755146","-46.6376666","46"
"-23.6756001","-46.6379328","46"
"-23.6756672","-46.6382894","46"
"-23.6725626","-46.6408177","47"
"-23.6727827","-46.6406975","47"
"-23.6750582","-46.6390209","46"
"-23.6750091","-46.6396412","46"
"-23.67515","-46.6401918","46"
"-23.6752845","-46.6406783","46"
"-23.6707029","-46.6404074","47"
"-23.6708588","-46.6404848","47"
"-23.6716408","-46.6404092","47"
"-23.6749389","-46.6388907","46"
"-23.6750582","-46.6390209","46"
"-23.6757817","-46.6388488","46"
"-23.6766678","-46.638638","46"
"-23.6772886","-46.6385231","46"
"-23.671987","-46.6328579","47"
"-23.6724133","-46.6336239","47"
"-23.6703573","-46.6363841","47"
"-23.6696691","-46.6365595","47"
"-23.6695034","-46.6365236","47"
"-23.675316","-46.6303386","46"
"-23.6755174","-46.6306336","46"
"-23.6755764","-46.6307436","46"
"-23.6756599","-46.6308562","46"
"-23.6757213","-46.6309045","46"
"-23.6758196","-46.630926","46"
"-23.6758933","-46.6309045","46"
"-23.6759669","-46.6308589","46"
"-23.6759989","-46.6307811","46"
"-23.6759989","-46.6306792","46"
"-23.675908","-46.6304512","46"
"-23.6756415","-46.6298902","46"
"-23.6702054","-46.6341833","47"
"-23.6702671","-46.6342629","47"
"-23.671813","-46.6346306","47"
"-23.6757628","-46.6358546","46"
"-23.6756","-46.6361181","46"
"-23.6753007","-46.6363561","46"
"-23.6781136","-46.6385336","46"
"-23.6782078","-46.6385238","46"
"-23.6786098","-46.6382683","46"
"-23.6788049","-46.6381277","46"
"-23.6795311","-46.6376046","46"
"-23.6796073","-46.6375497","46"
"-23.6800436","-46.6372622","46"
"-23.6801364","-46.637201","46"
"-23.6822195","-46.6340313","35"
"-23.6826157","-46.6330628","35"
"-23.6729444","-46.6402741","46"
"-23.6733143","-46.6400437","46"
"-23.673793","-46.6398204","46"
"-23.6771202","-46.6309064","46"
"-23.6766466","-46.6306604","46"
"-23.6771556","-46.6379457","46"
"-23.6765531","-46.6380848","46"
"-23.6760996","-46.6381896","46"
"-23.6756672","-46.6382894","46"
"-23.6753302","-46.6383631","46"
"-23.6812395","-46.6380522","35"
"-23.6811202","-46.6379605","35"
"-23.6802191","-46.6381918","35"
"-23.6801588","-46.6382401","35"
"-23.6800884","-46.6383146","35"
"-23.6800294","-46.6384174","35"
"-23.6798729","-46.638794","35"
"-23.6797995","-46.6389275","35"
"-23.6793221","-46.6393882","35"
"-23.6792321","-46.639475","35"
"-23.6753418","-46.6373409","46"
"-23.6757285","-46.6370866","46"
"-23.6760995","-46.6368426","46"
"-23.6761302","-46.6368224","46"
"-23.6765017","-46.636578","46"
"-23.6771207","-46.6361708","46"
"-23.6700582","-46.6352195","47"
"-23.670191","-46.6353276","47"
"-23.6703798","-46.6355072","47"
"-23.6704964","-46.6356285","47"
"-23.6705418","-46.6356688","47"
"-23.6706061","-46.6357193","47"
"-23.6706684","-46.6357522","47"
"-23.6707149","-46.6357762","47"
"-23.6707634","-46.6357869","47"
"-23.6708574","-46.6357948","47"
"-23.6709907","-46.6357905","47"
"-23.6711029","-46.6357873","47"
"-23.671335","-46.6357742","47"
"-23.6714117","-46.6357717","47"
"-23.6716602","-46.6357823","47"
"-23.6717815","-46.6357804","47"
"-23.6772793","-46.6397395","46"
"-23.6760173","-46.64","46"
"-23.67515","-46.6401918","46"
"-23.6697542","-46.639212","59"
"-23.6704283","-46.6394653","59"
"-23.6708735","-46.6396212","59"
"-23.6761587","-46.6332891","46"
"-23.6765736","-46.6330953","46"
"-23.677456","-46.6346718","46"
"-23.6776901","-46.63509","46"
"-23.6779183","-46.6354977","46"
"-23.6781061","-46.6358332","46"
"-23.6707896","-46.639937","47"
"-23.670814","-46.6399571","47"
"-23.6708959","-46.6400254","47"
"-23.6776036","-46.640783","46"
"-23.6773947","-46.6403629","46"
"-23.6773817","-46.6402915","46"
"-23.6772793","-46.6397395","46"
"-23.6771839","-46.6392253","46"
"-23.6771915","-46.6391227","46"
"-23.6772039","-46.6389336","46"
"-23.677272","-46.6386977","46"
"-23.6772886","-46.6385231","46"
"-23.677272","-46.6382271","46"
"-23.6772341","-46.6380903","46"
"-23.6771556","-46.6379457","46"
"-23.6768847","-46.6374416","46"
"-23.6767997","-46.6371492","46"
"-23.6765017","-46.636578","46"
"-23.6791106","-46.6352689","45"
"-23.6792743","-46.6348129","45"
"-23.6794236","-46.6342196","45"
"-23.6794654","-46.634174","45"
"-23.6799352","-46.6342265","45"
"-23.6750091","-46.6396412","46"
"-23.6759006","-46.6394294","46"
"-23.676785","-46.6392193","46"
"-23.6771915","-46.6391227","46"
"-23.6706038","-46.6403443","59"
"-23.6707029","-46.6404074","59"
"-23.6727834","-46.6354778","47"
"-23.6729634","-46.6352661","47"
"-23.6733647","-46.6350699","47"
"-23.6710149","-46.6363109","47"
"-23.6709847","-46.6363667","47"
"-23.6709982","-46.63645","47"
"-23.6711288","-46.6368549","47"
"-23.6711148","-46.6369529","47"
"-23.6709002","-46.6373443","47"
"-23.6708412","-46.6374221","47"
"-23.67077","-46.6374596","47"
"-23.670657","-46.6373899","47"
"-23.670512","-46.637245","47"
"-23.6703916","-46.6370895","47"
"-23.6703745","-46.6370586","47"
"-23.6703781","-46.6370211","47"
"-23.6703929","-46.6369808","47"
"-23.6704414","-46.6369253","47"
"-23.670469","-46.6368789","47"
"-23.6704887","-46.6368266","47"
"-23.6704961","-46.6367998","47"
"-23.6704862","-46.6367475","47"
"-23.6703573","-46.6363841","47"
"-23.676077","-46.6317708","46"
"-23.6763506","-46.63143","46"
"-23.6765084","-46.6313152","46"
"-23.6769419","-46.6311773","46"
"-23.6770073","-46.6311251","46"
"-23.6771202","-46.6309064","46"
"-23.6773067","-46.6305261","46"
"-23.6773295","-46.6304168","46"
"-23.6773226","-46.6303046","46"
"-23.6772738","-46.6302258","46"
"-23.6767338","-46.6298767","46"
"-23.6702418","-46.6360246","47"
"-23.6701313","-46.6357028","47"
"-23.6700426","-46.635378","47"
"-23.6700582","-46.6352195","47"
"-23.6700256","-46.6345392","47"
"-23.6700146","-46.6342568","47"
"-23.6699556","-46.6339689","47"
"-23.669835","-46.6337514","47"
"-23.6697817","-46.6336319","47"
"-23.6697789","-46.633543","47"
"-23.6698266","-46.6334481","47"
"-23.6699181","-46.6334017","47"
"-23.6700514","-46.6334143","47"
"-23.6700932","-46.6334473","47"
"-23.6701201","-46.6335151","47"
"-23.6701874","-46.6337826","47"
"-23.6702054","-46.6341833","47"
"-23.6732263","-46.635979","46"
"-23.6734516","-46.6360135","46"
"-23.6736761","-46.6360717","46"
"-23.6740462","-46.6362478","46"
"-23.6698167","-46.6401696","59"
"-23.6703171","-46.6402776","59"
"-23.6752058","-46.6337368","46"
"-23.675297","-46.6336276","46"
"-23.6753728","-46.6334683","46"
"-23.6754065","-46.6332814","46"
"-23.6754205","-46.6331987","46"
"-23.6754682","-46.6331558","46"
"-23.6755636","-46.6331589","46"
"-23.6756197","-46.6332079","46"
"-23.6757431","-46.633505","46"
"-23.6758301","-46.6336153","46"
"-23.6759956","-46.6338818","46"
"-23.6822195","-46.6340313","35"
"-23.6816495","-46.6338905","35"
"-23.6811574","-46.6337764","35"
"-23.6735953","-46.6394077","46"
"-23.673081","-46.6391834","46"
"-23.6720531","-46.6388393","46"
"-23.6735388","-46.6353508","46"
"-23.6738809","-46.6359063","46"
"-23.6741504","-46.6360669","46"
"-23.6798203","-46.6365427","35"
"-23.6797888","-46.6365346","35"
"-23.6796913","-46.6365094","35"
"-23.6796626","-46.636502","35"
"-23.6795605","-46.6364757","35"
"-23.6795244","-46.6364848","35"
"-23.6791286","-46.6369147","35"
"-23.6789532","-46.6371622","35"
"-23.6788778","-46.6373229","35"
"-23.6786098","-46.6382683","35"
"-23.6783311","-46.6392514","35"
"-23.6782249","-46.6396556","35"
"-23.6782017","-46.6397438","35"
"-23.6780639","-46.6402492","35"
"-23.6780187","-46.6404393","35"
"-23.6298629","-46.6396282","62"
"-23.6300314","-46.6388585","62"
"-23.632605","-46.6328186","62"
"-23.6325215","-46.6325085","62"
"-23.6371567","-46.6354579","62"
"-23.6377116","-46.6351859","62"
"-23.6381255","-46.634986","62"
"-23.6371347","-46.6337461","62"
"-23.637025","-46.6331377","62"
"-23.6296163","-46.6407294","62"
"-23.6296828","-46.6404379","62"
"-23.6297558","-46.6401553","62"
"-23.6298629","-46.6396282","62"
"-23.6375554","-46.6335545","62"
"-23.6371347","-46.6337461","62"
"-23.6357068","-46.6349765","62"
"-23.6362928","-46.6350063","62"
"-23.636555","-46.6350125","62"
"-23.6300314","-46.6388585","62"
"-23.6299462","-46.6387056","62"
"-23.6298821","-46.6385474","62"
"-23.6297878","-46.6381999","62"
"-23.6392312","-46.6395803","62"
"-23.6390839","-46.6392656","62"
"-23.6389364","-46.6390675","62"
"-23.6388126","-46.6389569","62"
"-23.6386868","-46.6389065","62"
"-23.6385275","-46.6389247","62"
"-23.6383455","-46.639005","62"
"-23.637929","-46.6393557","62"
"-23.63782","-46.6394041","62"
"-23.6310541","-46.632122","62"
"-23.6312688","-46.6319203","62"
"-23.6317302","-46.6317682","62"
"-23.6318635","-46.6317331","62"
"-23.6323865","-46.6315868","62"
"-23.6326916","-46.6314831","62"
"-23.6328819","-46.6314176","62"
"-23.6334046","-46.6312738","62"
"-23.6335381","-46.631236","62"
"-23.6339517","-46.6311418","62"
"-23.6347581","-46.6309881","62"
"-23.632591","-46.6310577","62"
"-23.6316152","-46.6313296","62"
"-23.6405188","-46.6365961","62"
"-23.6403364","-46.6366064","62"
"-23.6401872","-46.6365798","62"
"-23.6400059","-46.6365365","62"
"-23.6398122","-46.6364413","62"
"-23.6396351","-46.6363268","62"
"-23.6394907","-46.6362017","62"
"-23.63934","-46.6360301","62"
"-23.6391587","-46.63581","62"
"-23.6389787","-46.635534","62"
"-23.638795","-46.6352172","62"
"-23.6379516","-46.6329874","62"
"-23.6313594","-46.6340373","62"
"-23.6308821","-46.6338054","62"
"-23.6388969","-46.6407259","62"
"-23.6366962","-46.6326686","62"
"-23.6369112","-46.6331772","62"
"-23.6371347","-46.6337461","62"
"-23.6313313","-46.6399117","62"
"-23.6310691","-46.639712","62"
"-23.6306759","-46.6393993","62"
"-23.6302789","-46.6390646","62"
"-23.6300314","-46.6388585","62"
"-23.6308885","-46.6357873","62"
"-23.6308943","-46.6352919","62"
"-23.6317302","-46.6317682","62"
"-23.6316152","-46.6313296","62"
"-23.6314623","-46.6307906","62"
"-23.6311989","-46.6309331","62"
"-23.6313386","-46.6347352","62"
"-23.630917","-46.6347249","62"
"-23.6307776","-46.6347852","62"
"-23.6303045","-46.634768","62"
"-23.6339517","-46.6311418","62"
"-23.6338012","-46.6305841","62"
"-23.636416","-46.631235","62"
"-23.6362895","-46.6305912","62"
"-23.633826","-46.6392585","62"
"-23.6341216","-46.6394728","62"
"-23.6345681","-46.6397296","62"
"-23.6347942","-46.6398154","62"
"-23.6350252","-46.6398717","62"
"-23.6356002","-46.639979","62"
"-23.6357378","-46.6400702","62"
"-23.6358483","-46.6401668","62"
"-23.635927","-46.6402419","62"
"-23.636482","-46.6410307","62"
"-23.6297878","-46.6381999","62"
"-23.6297205","-46.6372937","62"
"-23.629725","-46.6361576","62"
"-23.6326073","-46.632484","62"
"-23.6323865","-46.6315868","62"
"-23.6355636","-46.631574","62"
"-23.6357789","-46.6322685","62"
"-23.6358719","-46.6328962","62"
"-23.635984","-46.6334549","62"
"-23.6360777","-46.6339374","62"
"-23.6360708","-46.6343519","62"
"-23.6371347","-46.6337461","62"
"-23.6372743","-46.6341043","62"
"-23.6373854","-46.6343896","62"
"-23.6377116","-46.6351859","62"
"-23.6379746","-46.6358381","62"
"-23.6381146","-46.6361365","62"
"-23.6382804","-46.6363959","62"
"-23.6384806","-46.6366884","62"
"-23.6387185","-46.6368773","62"
"-23.6388946","-46.6369735","62"
"-23.7565125","-46.5776892","17"
"-23.7567261","-46.5773941","17"
"-23.7571587","-46.5767975","17"
"-23.7573098","-46.5766439","17"
"-23.7574433","-46.5766477","17"
"-23.7584622","-46.5772197","17"
"-23.7188648","-46.5597916","22"
"-23.7186885","-46.5594139","22"
"-23.7186872","-46.5593873","22"
"-23.7187088","-46.5593609","22"
"-23.7180175","-46.5589044","22"
"-23.7182779","-46.559189","22"
"-23.7184","-46.5593495","22"
"-23.7184498","-46.5594005","22"
"-23.7184913","-46.5594219","22"
"-23.7185459","-46.5594388","22"
"-23.7185938","-46.5594215","22"
"-23.7161799","-46.5606239","23"
"-23.716408","-46.5604977","23"
"-23.7165817","-46.5603573","23"
"-23.7169248","-46.5600755","23"
"-23.7172424","-46.5597909","23"
"-23.7178316","-46.5592132","23"
"-23.7179549","-46.5591771","23"
"-23.7180489","-46.5592301","23"
"-23.7183567","-46.5595469","23"
"-23.7184257","-46.5595728","23"
"-23.7115354","-46.567338","23"
"-23.7115318","-46.5672721","23"
"-23.7115181","-46.5670225","23"
"-23.7115137","-46.5668989","23"
"-23.7108422","-46.5650257","23"
"-23.7109773","-46.5655004","23"
"-23.711019","-46.5655755","23"
"-23.711073","-46.5656104","23"
"-23.7111246","-46.5656023","23"
"-23.7289238","-46.5704375","22"
"-23.7289459","-46.5702431","22"
"-23.7289533","-46.5700329","22"
"-23.7289521","-46.5699725","22"
"-23.7264901","-46.5658597","22"
"-23.726689","-46.5658864","22"
"-23.7267651","-46.5658757","22"
"-23.7267983","-46.5658314","22"
"-23.726829","-46.5657389","22"
"-23.7268153","-46.5656296","22"
"-23.7261022","-46.5642201","22"
"-23.7260089","-46.5640813","22"
"-23.7259524","-46.5640491","22"
"-23.7258906","-46.5640593","22"
"-23.7258345","-46.5641162","22"
"-23.7257846","-46.5642485","22"
"-23.7290982","-46.5693918","22"
"-23.729081","-46.5693395","22"
"-23.7290607","-46.569304","22"
"-23.7290331","-46.5692832","22"
"-23.7289969","-46.5692718","22"
"-23.7289656","-46.5692725","22"
"-23.7289422","-46.5692834","22"
