"lat","lon","region"
"-23.6992774","-46.5930494","34"
"-23.6992478","-46.5932711","34"
"-23.6992223","-46.5934135","34"
"-23.6991446","-46.5936337","34"
"-23.6990617","-46.5937934","34"
"-23.700885","-46.5900338","34"
"-23.7007155","-46.5905139","34"
"-23.7006782","-46.5906079","34"
"-23.7002352","-46.59188","34"
"-23.6997493","-46.5932462","34"
"-23.6994448","-46.5941367","34"
"-23.6997391","-46.5947339","34"
"-23.7001143","-46.5953584","34"
"-23.7003313","-46.5956975","34"
"-23.6040559","-46.6368125","68"
"-23.604262","-46.6368304","68"
"-23.6292286","-46.6300038","62"
"-23.6294934","-46.6300219","62"
"-23.7402695","-46.5996824","9"
"-23.7372741","-46.6015331","9"
"-23.7342049","-46.6034321","9"
"-23.7312192","-46.6052453","9"
"-23.7303156","-46.6058032","9"
"-23.7298693","-46.6060252","9"
"-23.729358","-46.6062645","9"
"-23.7282285","-46.6066508","9"
"-23.727369","-46.6068653","9"
"-23.72621","-46.6069834","9"
"-23.7256837","-46.6069934","9"
"-23.7251002","-46.6069297","9"
"-23.7244028","-46.6067956","9"
"-23.7239266","-46.6066858","9"
"-23.7221682","-46.6062806","9"
"-23.7200898","-46.6058191","9"
"-23.6567007","-46.5771733","54"
"-23.6559637","-46.5775649","54"
"-23.6536068","-46.5788855","54"
"-23.6527747","-46.5793888","54"
"-23.6512195","-46.5802498","54"
"-23.6485139","-46.581772","54"
"-23.6046575","-46.5999188","67"
"-23.6050106","-46.5997486","67"
"-23.6638764","-46.5742201","53"
"-23.6604916","-46.5755801","53"
"-23.6573058","-46.5769002","53"
"-23.6567007","-46.5771733","53"
"-23.6568385","-46.577233","54"
"-23.6573149","-46.5770124","54"
"-23.6605431","-46.5756766","54"
"-23.661136","-46.5754401","54"
"-23.6638966","-46.5742953","54"
"-23.6659658","-46.5734726","54"
"-23.7145234","-46.5614456","23"
"-23.7147261","-46.5613766","23"
"-23.715059","-46.5612633","23"
"-23.7154722","-46.5610718","23"
"-23.7158349","-46.560863","23"
"-23.7161799","-46.5606239","23"
"-23.6894779","-46.5648646","42"
"-23.6859401","-46.5660685","42"
"-23.6815179","-46.5675732","42"
"-23.6807532","-46.5678419","42"
"-23.6783054","-46.5686579","42"
"-23.6768563","-46.5691538","42"
"-23.6740471","-46.5701325","42"
"-23.6730837","-46.5704709","42"
"-23.6706965","-46.5714307","42"
"-23.6673113","-46.5727932","42"
"-23.6664117","-46.5731624","42"
"-23.7146232","-46.5611202","23"
"-23.7140749","-46.5611814","23"
"-23.7136191","-46.5612281","23"
"-23.7117019","-46.5612459","23"
"-23.707607","-46.5612335","23"
"-23.6885002","-46.5652938","42"
"-23.6909128","-46.5645508","42"
"-23.6914217","-46.564413","42"
"-23.692828","-46.5640558","42"
"-23.6979922","-46.5623226","42"
"-23.6239244","-46.5999416","61"
"-23.6239912","-46.5999689","61"
"-23.624167","-46.5998797","61"
"-23.6242433","-46.5998485","61"
"-23.6247159","-46.5996994","61"
"-23.624828","-46.5996564","61"
"-23.6254953","-46.5992863","61"
"-23.6255747","-46.5992859","61"
"-23.656605","-46.5768764","54"
"-23.656231","-46.5770512","54"
"-23.6554512","-46.5774823","54"
"-23.6548155","-46.5778555","54"
"-23.6530426","-46.5788475","54"
"-23.6527498","-46.5790128","54"
"-23.6524509","-46.579178","54"
"-23.6521186","-46.579364","54"
"-23.6505725","-46.5802339","54"
"-23.6486381","-46.5813143","54"
"-23.648505","-46.5813871","54"
"-23.6568126","-46.577543","54"
"-23.6570221","-46.5774545","54"
"-23.657219","-46.5773821","54"
"-23.6580808","-46.5770098","54"
"-23.6582888","-46.5769244","54"
"-23.6586897","-46.5767687","54"
"-23.6594217","-46.5764649","54"
"-23.6598331","-46.5762941","54"
"-23.6614308","-46.5756225","54"
"-23.6637233","-46.5747394","54"
"-23.6853129","-46.6249285","35"
"-23.6847954","-46.6249399","35"
"-23.6847122","-46.624972","35"
"-23.6846388","-46.6250255","35"
"-23.6846219","-46.6250536","35"
"-23.684152","-46.6258363","35"
"-23.6840654","-46.625936","35"
"-23.6839469","-46.6259901","35"
"-23.6837795","-46.6260073","35"
"-23.6665917","-46.5756594","52"
"-23.6667534","-46.5759938","52"
"-23.6669548","-46.5762358","52"
"-23.6671867","-46.5764082","52"
"-23.5770678","-46.6407303","68"
"-23.5769363","-46.6407967","68"
"-23.5767034","-46.6408532","68"
"-23.5765123","-46.6409503","68"
"-23.5764813","-46.6409683","68"
"-23.7010068","-46.5937505","34"
"-23.7003977","-46.5935037","34"
"-23.6291741","-46.6304147","62"
"-23.6292821","-46.6311091","62"
"-23.604657","-46.5997582","67"
"-23.6041514","-46.5998991","67"
"-23.6039552","-46.599948","67"
"-23.6037054","-46.5999633","67"
"-23.6035243","-46.5999428","67"
"-23.6032553","-46.5998589","67"
"-23.6030438","-46.599761","67"
"-23.6027998","-46.5995972","67"
"-23.6025472","-46.5994665","67"
"-23.6292454","-46.6292269","62"
"-23.6292553","-46.6289212","62"
"-23.6293055","-46.6286934","62"
"-23.6293756","-46.6285237","62"
"-23.6018188","-46.5994117","67"
"-23.6019965","-46.5994805","67"
"-23.602319","-46.5997101","67"
"-23.6024004","-46.599768","67"
"-23.6868391","-46.5655281","42"
"-23.6862397","-46.5658982","42"
"-23.6859401","-46.5660685","42"
"-23.6654001","-46.5732494","53"
"-23.6647094","-46.5737748","53"
"-23.6645758","-46.5738624","53"
"-23.6638764","-46.5742201","53"
"-23.6536068","-46.5788855","55"
"-23.6532824","-46.5789767","55"
"-23.6528304","-46.5790947","55"
"-23.6524078","-46.579261","55"
"-23.6521186","-46.579364","55"
"-23.6461014","-46.5835843","56"
"-23.6467879","-46.5830844","56"
"-23.6470631","-46.5828537","56"
"-23.647353","-46.5826284","56"
"-23.6481483","-46.5820898","56"
"-23.6598331","-46.5762941","53"
"-23.6601681","-46.5760887","53"
"-23.6605513","-46.575829","53"
"-23.660968","-46.5755603","53"
"-23.661136","-46.5754401","53"
"-23.6815179","-46.5675732","44"
"-23.6808252","-46.5677449","44"
"-23.6802062","-46.567777","44"
"-23.6797649","-46.5678777","44"
"-23.681848","-46.5678234","44"
"-23.6819916","-46.5677409","44"
"-23.6821149","-46.5676784","44"
"-23.6823747","-46.5675807","44"
"-23.6825258","-46.5675198","44"
"-23.6827461","-46.5674284","44"
"-23.6831833","-46.5671709","44"
"-23.6835321","-46.5669938","44"
"-23.6732659","-46.6312071","46"
"-23.6741742","-46.6308365","46"
"-23.6750348","-46.6305675","46"
"-23.6752247","-46.6304307","46"
"-23.675316","-46.6303386","46"
"-23.6754093","-46.6302286","46"
"-23.6756415","-46.6298902","46"
"-23.6757724","-46.629674","46"
"-23.6760633","-46.6292059","46"
"-23.67659","-46.6283583","46"
"-23.6766937","-46.628166","46"
"-23.6769223","-46.627904","46"
"-23.6771253","-46.6277483","46"
"-23.6847587","-46.6270825","35"
"-23.6848668","-46.6272177","35"
"-23.5736296","-46.640234","68"
"-23.5736161","-46.6403346","68"
"-23.5690843","-46.6364984","68"
"-23.5690271","-46.636562","68"
"-23.5676641","-46.6380545","68"
"-23.5676384","-46.6380827","68"
"-23.5830552","-46.5735189","67"
"-23.5829156","-46.5731693","67"
"-23.582892","-46.5731185","67"
"-23.5827166","-46.5728884","67"
"-23.5825693","-46.5727316","67"
"-23.5823507","-46.5725635","67"
"-23.5821547","-46.5724485","67"
"-23.5818002","-46.5722216","67"
"-23.5815758","-46.5720905","67"
"-23.5814698","-46.5720276","67"
"-23.5813887","-46.5719824","67"
"-23.580544","-46.5720453","67"
"-23.5802179","-46.5720709","67"
"-23.5798676","-46.5720844","67"
"-23.5797509","-46.5720806","67"
"-23.5797085","-46.5720746","67"
"-23.5796885","-46.5720717","67"
"-23.5796063","-46.5720595","67"
"-23.5795213","-46.5720507","67"
"-23.5747688","-46.5414408","67"
"-23.5747581","-46.5415012","67"
"-23.5747087","-46.5417757","67"
"-23.5746221","-46.5422513","67"
"-23.5745956","-46.5423918","67"
"-23.574574","-46.542593","67"
"-23.5745653","-46.542715","67"
"-23.5745576","-46.5428831","67"
"-23.5745563","-46.542951","67"
"-23.5745664","-46.5431266","67"
"-23.5746226","-46.5437046","67"
"-23.5746999","-46.5444705","67"
"-23.5747104","-46.5445741","67"
"-23.5747244","-46.5447104","67"
"-23.5747227","-46.5448772","67"
"-23.5747146","-46.5450222","67"
"-23.5747011","-46.5451181","67"
"-23.5746858","-46.5452276","67"
"-23.5746365","-46.5454785","67"
"-23.5745989","-46.5456484","67"
"-23.5745758","-46.5457535","67"
"-23.5745313","-46.5458944","67"
"-23.5744903","-46.5459835","67"
"-23.5744315","-46.5460674","67"
"-23.5743728","-46.5461465","67"
"-23.5739243","-46.546614","67"
"-23.5739195","-46.5466205","67"
"-23.5738077","-46.5467372","67"
"-23.5734955","-46.5470873","67"
"-23.5734068","-46.5471848","67"
"-23.573283","-46.5473174","67"
"-23.5732729","-46.5473291","67"
"-23.5731057","-46.5475232","67"
"-23.5723526","-46.5483676","67"
"-23.5720658","-46.5486902","67"
"-23.5718428","-46.5489424","67"
"-23.5712915","-46.5495661","67"
"-23.5712711","-46.5495891","67"
"-23.5712296","-46.5496361","67"
"-23.5710368","-46.5498547","67"
"-23.5703542","-46.5402569","67"
"-23.5703079","-46.5403371","67"
"-23.5702373","-46.540438","67"
"-23.5701609","-46.5405342","67"
"-23.5778914","-46.5422781","67"
"-23.5769905","-46.5420342","67"
"-23.5756784","-46.5416901","67"
"-23.5753658","-46.5415972","67"
"-23.575203","-46.5415497","67"
"-23.5749866","-46.5414945","67"
"-23.5748673","-46.5414654","67"
"-23.5747688","-46.5414408","67"
"-23.5740254","-46.5412305","67"
"-23.5730328","-46.5409627","67"
"-23.5720442","-46.540696","67"
"-23.5710751","-46.5404131","67"
"-23.5704531","-46.5402802","67"
"-23.5703542","-46.5402569","67"
"-23.5918211","-46.6362862","68"
"-23.5919717","-46.63648","68"
"-23.5921166","-46.6366181","68"
"-23.5926675","-46.6371637","68"
"-23.5927192","-46.6372174","68"
"-23.5927443","-46.637253","68"
"-23.593211","-46.6380349","68"
"-23.593272","-46.6381348","68"
"-23.5892228","-46.6291794","68"
"-23.5896582","-46.6295726","68"
"-23.5897156","-46.6296292","68"
"-23.5897355","-46.6296634","68"
"-23.589749","-46.6296929","68"
"-23.5897545","-46.6297184","68"
"-23.5897573","-46.6297558","68"
"-23.5897572","-46.6298197","68"
"-23.5897555","-46.6300231","68"
"-23.5897613","-46.6301376","68"
"-23.589778","-46.6302295","68"
"-23.5897922","-46.6302623","68"
"-23.5899125","-46.6304687","68"
"-23.5899461","-46.6305227","68"
"-23.5901385","-46.6308199","68"
"-23.5901641","-46.6308708","68"
"-23.5901819","-46.6309223","68"
"-23.5901976","-46.6309752","68"
"-23.5902113","-46.6310244","68"
"-23.5903418","-46.6316681","68"
"-23.5903687","-46.6317293","68"
"-23.5899461","-46.6305227","68"
"-23.5900002","-46.6304934","68"
"-23.5900674","-46.6304615","68"
"-23.5901443","-46.6304332","68"
"-23.5903335","-46.6303484","68"
"-23.5904603","-46.6302661","68"
"-23.5905452","-46.6302068","68"
"-23.5906506","-46.6301257","68"
"-23.5907738","-46.6300114","68"
"-23.5909761","-46.629781","68"
"-23.5909827","-46.6297709","68"
"-23.5910629","-46.6296495","68"
"-23.5914807","-46.6288395","68"
"-23.5919292","-46.6279887","68"
"-23.5920072","-46.6278509","68"
"-23.5920348","-46.6277964","68"
"-23.592059","-46.6277274","68"
"-23.5921954","-46.6274561","68"
"-23.5925358","-46.6269116","68"
"-23.5928706","-46.6263884","68"
"-23.5929138","-46.6263128","68"
"-23.5929807","-46.6261774","68"
"-23.5930391","-46.6260587","68"
"-23.5931092","-46.625887","68"
"-23.5931394","-46.6258112","68"
"-23.593245","-46.6254585","68"
"-23.5934564","-46.6245404","68"
"-23.5935314","-46.6242368","68"
"-23.5936047","-46.6240783","68"
"-23.5936666","-46.6239881","68"
"-23.5919292","-46.6279887","68"
"-23.5919089","-46.6279542","68"
"-23.5918877","-46.6279262","68"
"-23.5918613","-46.6279045","68"
"-23.5917739","-46.6278516","68"
"-23.5853425","-46.5993654","68"
"-23.5862257","-46.5992809","68"
"-23.5870914","-46.599204","68"
"-23.5876596","-46.5991534","68"
"-23.5888482","-46.5990479","68"
"-23.5900178","-46.5989402","68"
"-23.5906364","-46.598886","68"
"-23.5907969","-46.598879","68"
"-23.5912427","-46.5988352","68"
"-23.5918547","-46.5987752","68"
"-23.5924727","-46.5987269","68"
"-23.593545","-46.5986324","68"
"-23.5945096","-46.5985487","68"
"-23.5945987","-46.598541","68"
"-23.5946987","-46.5985312","68"
"-23.5956562","-46.5984372","68"
"-23.5967169","-46.5983333","68"
"-23.5978081","-46.5982316","68"
"-23.5988344","-46.598132","68"
"-23.6040574","-46.6366544","68"
"-23.603943","-46.636652","68"
"-23.6028524","-46.6366372","68"
"-23.6027942","-46.6366363","68"
"-23.6490992","-46.6356387","59"
"-23.6487789","-46.6359464","59"
"-23.6483983","-46.6368238","59"
"-23.6480606","-46.6376433","59"
"-23.6477202","-46.638402","59"
"-23.6472775","-46.6402704","61"
"-23.6472692","-46.6403641","61"
"-23.6472524","-46.6405253","61"
"-23.6471643","-46.6407274","61"
"-23.6470226","-46.6408592","61"
"-23.646955","-46.6409239","61"
"-23.6467809","-46.6410978","61"
"-23.6480052","-46.6399991","61"
"-23.6482284","-46.639452","61"
"-23.6493308","-46.6367615","59"
"-23.6493344","-46.6364479","59"
"-23.6493888","-46.636238","59"
"-23.6495181","-46.635868","59"
"-23.6503562","-46.6337108","59"
"-23.648778","-46.6403143","59"
"-23.6489856","-46.6398065","59"
"-23.6495707","-46.6383574","59"
"-23.6495623","-46.6379472","59"
"-23.6494603","-46.6373391","59"
"-23.6493308","-46.6367615","59"
"-23.6490882","-46.6364032","59"
"-23.6487789","-46.6359464","59"
"-23.6483483","-46.6353272","59"
"-23.6500478","-46.6361038","59"
"-23.6495181","-46.635868","59"
"-23.6493191","-46.6357591","59"
"-23.6490992","-46.6356387","59"
"-23.6483483","-46.6353272","59"
"-23.6487822","-46.6342122","59"
"-23.6491905","-46.6331933","59"
"-23.6483483","-46.6353272","59"
"-23.6480839","-46.6352838","59"
"-23.6479277","-46.6356422","59"
"-23.6475948","-46.6364531","59"
"-23.6472595","-46.6372747","59"
"-23.6459378","-46.6383187","61"
"-23.6463473","-46.6373329","61"
"-23.6463597","-46.6373031","61"
"-23.6464679","-46.6370342","61"
"-23.6465168","-46.6369127","61"
"-23.6465504","-46.6368337","61"
"-23.6466828","-46.6365234","61"
"-23.646862","-46.6360908","61"
"-23.6470985","-46.635485","61"
"-23.6440808","-46.6388369","61"
"-23.644486","-46.6381943","61"
"-23.6448182","-46.6374068","61"
"-23.6449984","-46.6369881","61"
"-23.645224","-46.6362051","61"
"-23.6479277","-46.6356422","59"
"-23.6473412","-46.6353593","59"
"-23.6471923","-46.6352881","59"
"-23.6470167","-46.6352041","59"
"-23.6466392","-46.6350121","59"
"-23.6456717","-46.6345856","59"
"-23.6470167","-46.6352041","59"
"-23.6470074","-46.6353342","59"
"-23.6470985","-46.635485","59"
"-23.6472933","-46.6354694","59"
"-23.6473412","-46.6353593","59"
"-23.6466392","-46.6350121","59"
"-23.6466482","-46.6344272","59"
"-23.6468291","-46.6339036","59"
"-23.6459002","-46.6337762","59"
"-23.6463123","-46.6337575","59"
"-23.6465137","-46.6337793","59"
"-23.6468291","-46.6339036","59"
"-23.6475485","-46.6344183","59"
"-23.6476466","-46.6344868","59"
"-23.6477869","-46.6345817","59"
"-23.6478368","-46.6343631","59"
"-23.6478233","-46.6342149","59"
"-23.6477875","-46.6335646","59"
"-23.6494603","-46.6373391","59"
"-23.6491468","-46.6371913","59"
"-23.6483983","-46.6368238","59"
"-23.6475948","-46.6364531","59"
"-23.646862","-46.6360908","59"
"-23.645448","-46.635426","59"
"-23.6444621","-46.6352393","61"
"-23.6448846","-46.6357612","61"
"-23.645162","-46.636124","61"
"-23.645224","-46.6362051","61"
"-23.645224","-46.6362051","61"
"-23.6453762","-46.6363633","61"
"-23.645506","-46.6364441","61"
"-23.6458396","-46.6365953","61"
"-23.6460887","-46.6367083","61"
"-23.6461374","-46.6367338","61"
"-23.6464452","-46.6368789","61"
"-23.6465168","-46.6369127","61"
"-23.6465966","-46.6369515","61"
"-23.6467535","-46.637028","61"
"-23.6472595","-46.6372747","61"
"-23.6472595","-46.6372747","59"
"-23.6475507","-46.6375142","59"
"-23.6476564","-46.6376509","59"
"-23.6477153","-46.6378038","59"
"-23.6477546","-46.6379728","59"
"-23.6477596","-46.6381713","59"
"-23.6477202","-46.638402","59"
"-23.6489856","-46.6398065","59"
"-23.6482284","-46.639452","59"
"-23.644486","-46.6381943","61"
"-23.6448453","-46.6383204","61"
"-23.6449608","-46.6383344","61"
"-23.645469","-46.6380977","61"
"-23.6455333","-46.6379415","61"
"-23.6455357","-46.637873","61"
"-23.6455188","-46.6378059","61"
"-23.6454778","-46.6377147","61"
"-23.6449984","-46.6369881","61"
"-23.6448182","-46.6374068","61"
"-23.644465","-46.6372437","61"
"-23.6435735","-46.6364829","61"
"-23.644465","-46.6372437","61"
"-23.6446811","-46.6364418","61"
"-23.6448116","-46.6359917","61"
"-23.6448846","-46.6357612","61"
"-23.6453435","-46.6340162","61"
"-23.6453934","-46.6338326","61"
"-23.6457525","-46.6325099","61"
"-23.6459164","-46.6320373","61"
"-23.6459651","-46.6318727","61"
"-23.6437711","-46.6323024","61"
"-23.6437747","-46.6325871","61"
"-23.6439329","-46.6328952","61"
"-23.6444233","-46.6332175","61"
"-23.6445073","-46.6332974","61"
"-23.6448267","-46.6336407","61"
"-23.6449201","-46.6337292","61"
"-23.6450675","-46.6338445","61"
"-23.6451931","-46.6339227","61"
"-23.6453435","-46.6340162","61"
"-23.6455171","-46.6341664","61"
"-23.6456301","-46.6343622","61"
"-23.6456717","-46.6345856","61"
"-23.6444621","-46.6352393","61"
"-23.644438","-46.6339071","61"
"-23.6444322","-46.6336288","61"
"-23.6444233","-46.6332175","61"
"-23.6444178","-46.6330749","61"
"-23.6444053","-46.632362","61"
"-23.6444621","-46.6352393","61"
"-23.6436256","-46.6351462","61"
"-23.6425062","-46.6349822","61"
"-23.6446811","-46.6364418","61"
"-23.6435822","-46.6362609","61"
"-23.6448116","-46.6359917","61"
"-23.6442425","-46.6357996","61"
"-23.6436015","-46.6357642","61"
"-23.6440808","-46.6388369","61"
"-23.6435661","-46.6376286","61"
"-23.6435608","-46.6368096","61"
"-23.6435735","-46.6364829","61"
"-23.6435822","-46.6362609","61"
"-23.6436015","-46.6357642","61"
"-23.6436256","-46.6351462","61"
"-23.6435719","-46.6348491","61"
"-23.6434956","-46.634585","61"
"-23.6433787","-46.6343063","61"
"-23.6432272","-46.6340567","61"
"-23.643032","-46.6337943","61"
"-23.6428709","-46.6336309","61"
"-23.6426934","-46.6335015","61"
"-23.6424104","-46.6333571","61"
"-23.6421586","-46.6332539","61"
"-23.6407631","-46.6330689","61"
"-23.6403726","-46.6330217","61"
"-23.6387968","-46.6328343","61"
"-23.6434413","-46.6386365","61"
"-23.6439928","-46.6388511","61"
"-23.6440808","-46.6388369","61"
"-23.6442802","-46.6389893","61"
"-23.645444","-46.6395775","61"
"-23.6457419","-46.6397095","61"
"-23.6440808","-46.6388369","61"
"-23.6432595","-46.637869","61"
"-23.6425527","-46.6377246","61"
"-23.6424792","-46.6377096","61"
"-23.6421882","-46.6377145","61"
"-23.6418746","-46.6377045","61"
"-23.6411962","-46.6376777","61"
"-23.6404595","-46.6376084","61"
"-23.6401238","-46.6375333","61"
"-23.6398059","-46.637435","61"
"-23.6395048","-46.6373126","61"
"-23.6390599","-46.6371204","61"
"-23.6389685","-46.6371122","61"
"-23.6432595","-46.637869","61"
"-23.6435661","-46.6376286","61"
"-23.6404804","-46.6397961","62"
"-23.640156","-46.6393804","62"
"-23.6400436","-46.6392662","62"
