CODIGO_LINHA;NOME_LINHA;NOME_ITINERARIO;ITINERARIO_PROVISORIO_A_PARTIR_DE;ITINERARIO_PROVISORIO_DATA_INICIO;ITINERARIO_PROVISORIO_DATA_FIM;CODIGO_PARADA;LOGRADOURO;BAIRRO;LATITUDE;LONGITUDE;CODIGO_SENTIDO;SENTIDO;ORDEM_TPR;ORDEM_PRT
1;Ponte dos Carvalhos / Prazeres (Barra de Jangada);Principal;;;;010075;Avenida Bernardo Vieira de Melo;Piedade;-8 11 4.29;-34 55 8.09;2;Ponto de Retorno para Terminal;0;3
1;Ponte dos Carvalhos / Prazeres (Barra de Jangada);Principal;;;;010080;Avenida Bernardo Vieira de Melo;Piedade;-8 10 18.82;-34 54 57.51;2;Ponto de Retorno para Terminal;0;1
18;Brasília Teimosa;Principal;;;;010001;Avenida Herculano Bandeira;Pina;-8 5  12.50;-34 53 14.07;2;Ponto de Retorno para Terminal;0;10
18;Brasília Teimosa;Principal;;;;010002;Avenida Herculano Bandeira;Pina;-8 5 20.59;-34 53 6.34;2;Ponto de Retorno para Terminal;0;11
18;Brasília Teimosa;Principal;;;;010111;Avenida Engenheiro Antônio de Góes;Pina;-8 5 16.29;-34 53 2.99;1;Terminal para Ponto de Retorno;12;0
18;Brasília Teimosa;Principal;;;;010113;Avenida Engenheiro Antônio de Góes;Pina;-8 5 9.44;-34 53 9.47;1;Terminal para Ponto de Retorno;13;0
18;Brasília Teimosa;Principal;;;;010115;Avenida Engenheiro Antônio de Góes;Pina;-8 5 4.62;-34 53 14.15;1;Terminal para Ponto de Retorno;14;0
18;Brasília Teimosa;Principal;;;;010139;Avenida Herculano Bandeira;Pina;-8 5 26.98;-34 52 59.98;2;Ponto de Retorno para Terminal;0;12
18;Brasília Teimosa;Principal;;;;010140;Rua Comendador Morais;Pina;-8 5 21.57;-34 52 53.51;2;Ponto de Retorno para Terminal;0;13
18;Brasília Teimosa;Principal;;;;010141;Rua Comendador Morais;Pina;-8 5 17.08;-34 52 55.51;2;Ponto de Retorno para Terminal;0;14
18;Brasília Teimosa;Principal;;;;010142;Rua Dagoberto Pires;Pina;-8 5 12.35;-34 52 50.89;2;Ponto de Retorno para Terminal;0;15
18;Brasília Teimosa;Principal;;;;010143;Rua Arabaiana;Pina;-8 5 5.97;-34 52 47.82;3;Dois Sentidos;5;17
18;Brasília Teimosa;Principal;;;;010144;Rua Arabaiana;Pina;-8 5 1.34;-34 52 49.37;3;Dois Sentidos;6;18
18;Brasília Teimosa;Principal;;;;010145;Rua Delfim;Brasília Teimosa;-8 4 56.69;-34 52 53.38;3;Dois Sentidos;7;19
18;Brasília Teimosa;Principal;;;;010146;Rua Delfim;Brasília Teimosa;-8 4 59.46;-34 52 57.69;3;Dois Sentidos;8;20
18;Brasília Teimosa;Principal;;;;010147;Rua Francisco Valpassos;Pina;-8 5 3.79;-34 52 59.90;3;Dois Sentidos;9;21
18;Brasília Teimosa;Principal;;;;010148;Rua Francisco Valpassos;Pina;-8 5 9.60;-34 52 58.52;3;Dois Sentidos;10;22
18;Brasília Teimosa;Principal;;;;010149;Rua Comendador Morais;Pina;-8 5 16.55;-34 52 56.25;1;Terminal para Ponto de Retorno;11;0
18;Brasília Teimosa;Principal;;;;010152;Avenida Brasília Formosa (Terminal);Brasília Teimosa;-8 4 49.03;-34 52 35.95;3;Dois Sentidos;1;25
18;Brasília Teimosa;Principal;;;;010153;Avenida Brasília Formosa (Terminal);Brasília Teimosa;-8 4 57.06;-34 52 38.25;1;Terminal para Ponto de Retorno;2;0
18;Brasília Teimosa;Principal;;;;010154;Avenida Brasília Formosa (Terminal);Brasília Teimosa;-8 5 1.13;-34 52 39.37;1;Terminal para Ponto de Retorno;3;0
18;Brasília Teimosa;Principal;;;;010155;Avenida Brasília Formosa (Terminal);Brasília Teimosa;-8 5 7.95;-34 52 42.17;1;Terminal para Ponto de Retorno;4;0
18;Brasília Teimosa;Principal;;;;180000;Terminal de Passageiros Santa Rita;São José;-8 4 6.07;-34 52 32.85;3;Dois Sentidos;18;1
18;Brasília Teimosa;Principal;;;;180048;Praça das Cinco Pontas;São José;-8 4 17.59;-34 52 54.02;2;Ponto de Retorno para Terminal;0;5
18;Brasília Teimosa;Principal;;;;180049;Avenida Engenheiro José Estelita;São José;-8 4 27.98;-34 53 3.58;2;Ponto de Retorno para Terminal;0;6
18;Brasília Teimosa;Principal;;;;180050;Avenida Engenheiro José Estelita;São José;-8 4 37.56;-34 53 27.65;2;Ponto de Retorno para Terminal;0;7
18;Brasília Teimosa;Principal;;;;180051;Avenida Engenheiro José Estelita;Cabanga;-8 4 39.81;-34 53 33.22;2;Ponto de Retorno para Terminal;0;8
18;Brasília Teimosa;Principal;;;;180053;Ponte Governador Paulo Guerra;Cabanga;-8 4 48.80;-34 53 32.98;2;Ponto de Retorno para Terminal;0;9
18;Brasília Teimosa;Principal;;;;180054;Avenida Engenheiro José Estelita;Cabanga;-8 4 42.46;-34 53 28.86;1;Terminal para Ponto de Retorno;15;0
18;Brasília Teimosa;Principal;;;;180055;Avenida Engenheiro José Estelita;Cabanga;-8 4 34.41;-34 53 17.57;1;Terminal para Ponto de Retorno;16;0
18;Brasília Teimosa;Principal;;;;180056;Avenida Engenheiro José Estelita;Cabanga;-8 4 28.53;-34 53 2.76;1;Terminal para Ponto de Retorno;17;0
18;Brasília Teimosa;Principal;;;;180223;Avenida Dantas Barreto (Pista Oeste) <Ponto de Retorno>;Santo Antônio;-8 3 54.10;-34 52 43.58;2;Ponto de Retorno para Terminal;0;3
18;Brasília Teimosa;Principal;;;;180238;Avenida Dantas Barreto;São José;- 08 04.067;- 34 52.826;2;Ponto de Retorno para Terminal;0;4
18;Brasília Teimosa;Principal;;;;180289;Rua Primeiro de Março;Santo Antônio;-8 3 50.18;-34 52 40.85;2;Ponto de Retorno para Terminal;0;2
18;Brasília Teimosa;ViaPCR;;;;010001;Avenida Herculano Bandeira;Pina;-8 5  12.50;-34 53 14.07;2;Ponto de Retorno para Terminal;0;9
18;Brasília Teimosa;ViaPCR;;;;010002;Avenida Herculano Bandeira;Pina;-8 5 20.59;-34 53 6.34;2;Ponto de Retorno para Terminal;0;10
18;Brasília Teimosa;ViaPCR;;;;010111;Avenida Engenheiro Antônio de Góes;Pina;-8 5 16.29;-34 53 2.99;1;Terminal para Ponto de Retorno;12;0
18;Brasília Teimosa;ViaPCR;;;;010113;Avenida Engenheiro Antônio de Góes;Pina;-8 5 9.44;-34 53 9.47;1;Terminal para Ponto de Retorno;13;0
18;Brasília Teimosa;ViaPCR;;;;010115;Avenida Engenheiro Antônio de Góes;Pina;-8 5 4.62;-34 53 14.15;1;Terminal para Ponto de Retorno;14;0
18;Brasília Teimosa;ViaPCR;;;;010139;Avenida Herculano Bandeira;Pina;-8 5 26.98;-34 52 59.98;2;Ponto de Retorno para Terminal;0;11
18;Brasília Teimosa;ViaPCR;;;;010140;Rua Comendador Morais;Pina;-8 5 21.57;-34 52 53.51;2;Ponto de Retorno para Terminal;0;12
18;Brasília Teimosa;ViaPCR;;;;010141;Rua Comendador Morais;Pina;-8 5 17.08;-34 52 55.51;2;Ponto de Retorno para Terminal;0;13
18;Brasília Teimosa;ViaPCR;;;;010142;Rua Dagoberto Pires;Pina;-8 5 12.35;-34 52 50.89;2;Ponto de Retorno para Terminal;0;14
18;Brasília Teimosa;ViaPCR;;;;010143;Rua Arabaiana;Pina;-8 5 5.97;-34 52 47.82;3;Dois Sentidos;5;16
18;Brasília Teimosa;ViaPCR;;;;010144;Rua Arabaiana;Pina;-8 5 1.34;-34 52 49.37;3;Dois Sentidos;6;17
18;Brasília Teimosa;ViaPCR;;;;010145;Rua Delfim;Brasília Teimosa;-8 4 56.69;-34 52 53.38;3;Dois Sentidos;7;18
18;Brasília Teimosa;ViaPCR;;;;010146;Rua Delfim;Brasília Teimosa;-8 4 59.46;-34 52 57.69;3;Dois Sentidos;8;19
18;Brasília Teimosa;ViaPCR;;;;010147;Rua Francisco Valpassos;Pina;-8 5 3.79;-34 52 59.90;3;Dois Sentidos;9;20
18;Brasília Teimosa;ViaPCR;;;;010148;Rua Francisco Valpassos;Pina;-8 5 9.60;-34 52 58.52;3;Dois Sentidos;10;21
18;Brasília Teimosa;ViaPCR;;;;010149;Rua Comendador Morais;Pina;-8 5 16.55;-34 52 56.25;1;Terminal para Ponto de Retorno;11;0
18;Brasília Teimosa;ViaPCR;;;;010152;Avenida Brasília Formosa (Terminal);Brasília Teimosa;-8 4 49.03;-34 52 35.95;3;Dois Sentidos;1;24
18;Brasília Teimosa;ViaPCR;;;;010153;Avenida Brasília Formosa (Terminal);Brasília Teimosa;-8 4 57.06;-34 52 38.25;1;Terminal para Ponto de Retorno;2;0
18;Brasília Teimosa;ViaPCR;;;;010154;Avenida Brasília Formosa (Terminal);Brasília Teimosa;-8 5 1.13;-34 52 39.37;1;Terminal para Ponto de Retorno;3;0
18;Brasília Teimosa;ViaPCR;;;;010155;Avenida Brasília Formosa (Terminal);Brasília Teimosa;-8 5 7.95;-34 52 42.17;1;Terminal para Ponto de Retorno;4;0
18;Brasília Teimosa;ViaPCR;;;;180000;Terminal de Passageiros Santa Rita;São José;-8 4 6.07;-34 52 32.85;1;Terminal para Ponto de Retorno;18;0
18;Brasília Teimosa;ViaPCR;;;;180034;Avenida Alfredo Lisboa;Recife;-8 3 40.64;-34 52 14.00;1;Terminal para Ponto de Retorno;20;0
18;Brasília Teimosa;ViaPCR;;;;180037;Avenida Rio Branco;Recife;-08 3 45.69;-34 52 21.24;1;Terminal para Ponto de Retorno;19;0
18;Brasília Teimosa;ViaPCR;;;;180042;Avenida Cais do Apolo;Recife;- 08 03.316;- 34 52.331;1;Terminal para Ponto de Retorno;21;0
18;Brasília Teimosa;ViaPCR;;;;180043;Avenida Cais do Apolo;Recife;-8 3 26.09;-34 52 20.81;1;Terminal para Ponto de Retorno;22;0
18;Brasília Teimosa;ViaPCR;;;;180044;Avenida Cais do Apolo;Recife;-8 3 39.91;-34 52 23.60;1;Terminal para Ponto de Retorno;23;0
18;Brasília Teimosa;ViaPCR;;;;180045;Avenida Cais do Apolo;Recife;-8 3 48.23;-34 52 27.94;1;Terminal para Ponto de Retorno;24;0
18;Brasília Teimosa;ViaPCR;;;;180048;Praça das Cinco Pontas;São José;-8 4 17.59;-34 52 54.02;2;Ponto de Retorno para Terminal;0;4
18;Brasília Teimosa;ViaPCR;;;;180049;Avenida Engenheiro José Estelita;São José;-8 4 27.98;-34 53 3.58;2;Ponto de Retorno para Terminal;0;5
18;Brasília Teimosa;ViaPCR;;;;180050;Avenida Engenheiro José Estelita;São José;-8 4 37.56;-34 53 27.65;2;Ponto de Retorno para Terminal;0;6
18;Brasília Teimosa;ViaPCR;;;;180051;Avenida Engenheiro José Estelita;Cabanga;-8 4 39.81;-34 53 33.22;2;Ponto de Retorno para Terminal;0;7
18;Brasília Teimosa;ViaPCR;;;;180053;Ponte Governador Paulo Guerra;Cabanga;-8 4 48.80;-34 53 32.98;2;Ponto de Retorno para Terminal;0;8
18;Brasília Teimosa;ViaPCR;;;;180054;Avenida Engenheiro José Estelita;Cabanga;-8 4 42.46;-34 53 28.86;1;Terminal para Ponto de Retorno;15;0
18;Brasília Teimosa;ViaPCR;;;;180055;Avenida Engenheiro José Estelita;Cabanga;-8 4 34.41;-34 53 17.57;1;Terminal para Ponto de Retorno;16;0
18;Brasília Teimosa;ViaPCR;;;;180056;Avenida Engenheiro José Estelita;Cabanga;-8 4 28.53;-34 53 2.76;1;Terminal para Ponto de Retorno;17;0
18;Brasília Teimosa;ViaPCR;;;;180223;Avenida Dantas Barreto (Pista Oeste) <Ponto de Retorno>;Santo Antônio;-8 3 54.10;-34 52 43.58;2;Ponto de Retorno para Terminal;0;2
18;Brasília Teimosa;ViaPCR;;;;180238;Avenida Dantas Barreto;São José;- 08 04.067;- 34 52.826;2;Ponto de Retorno para Terminal;0;3
18;Brasília Teimosa;ViaPCR;;;;180289;Rua Primeiro de Março;Santo Antônio;-8 3 50.18;-34 52 40.85;3;Dois Sentidos;25;1
26;TI Aeroporto / TI Joana Bezerra;Principal;;;;010001;Avenida Herculano Bandeira;Pina;-8 5  12.50;-34 53 14.07;2;Ponto de Retorno para Terminal;0;4
26;TI Aeroporto / TI Joana Bezerra;Principal;;;;010002;Avenida Herculano Bandeira;Pina;-8 5 20.59;-34 53 6.34;2;Ponto de Retorno para Terminal;0;5
26;TI Aeroporto / TI Joana Bezerra;Principal;;;;010003;Avenida Engenheiro Domingos Ferreira;Pina;-8 5 29.30;-34 53 5.99;2;Ponto de Retorno para Terminal;0;6
26;TI Aeroporto / TI Joana Bezerra;Principal;;;;010004;Avenida Engenheiro Domingos Ferreira;Pina;-8 5 41.20;-34 53 9.22;2;Ponto de Retorno para Terminal;0;7
26;TI Aeroporto / TI Joana Bezerra;Principal;;;;010005;Avenida Engenheiro Domingos Ferreira;Pina;-8 5 52.37;-34 53 11.20;2;Ponto de Retorno para Terminal;0;8
26;TI Aeroporto / TI Joana Bezerra;Principal;;;;010006;Avenida Engenheiro Domingos Ferreira;Pina;-8 6 5.31;-34 53 16.53;2;Ponto de Retorno para Terminal;0;9
26;TI Aeroporto / TI Joana Bezerra;Principal;;;;010007;Avenida Engenheiro Domingos Ferreira;Pina;-8 6 18.65;-34 53 22.64;2;Ponto de Retorno para Terminal;0;10
26;TI Aeroporto / TI Joana Bezerra;Principal;;;;010008;Avenida Engenheiro Domingos Ferreira;Boa Viagem;-8 6 28.90;-34 53 27.37;2;Ponto de Retorno para Terminal;0;11
26;TI Aeroporto / TI Joana Bezerra;Principal;;;;010009;Avenida Engenheiro Domingos Ferreira;Pina;-8 6 40.63;-34 53 34.44;2;Ponto de Retorno para Terminal;0;12
26;TI Aeroporto / TI Joana Bezerra;Principal;;;;010010;Avenida Engenheiro Domingos Ferreira;Boa Viagem;-8 6 49.79;-34 53 40.06;2;Ponto de Retorno para Terminal;0;13
26;TI Aeroporto / TI Joana Bezerra;Principal;;;;010011;Avenida Engenheiro Domingos Ferreira;Boa Viagem;- 08 06.998;- 34 53.767;2;Ponto de Retorno para Terminal;0;14
26;TI Aeroporto / TI Joana Bezerra;Principal;;;;010013;Avenida Engenheiro Domingos Ferreira;Boa Viagem;-8 7 27.80;-34 54 0.70;2;Ponto de Retorno para Terminal;0;18
26;TI Aeroporto / TI Joana Bezerra;Principal;;;;010014;Avenida Engenheiro Domingos Ferreira;Boa Viagem;-8 7 37.97;-34 54 4.52;2;Ponto de Retorno para Terminal;0;19
26;TI Aeroporto / TI Joana Bezerra;Principal;;;;010015;Avenida Engenheiro Domingos Ferreira;Boa Viagem;-8 7 47.24;-34 54 8.63;2;Ponto de Retorno para Terminal;0;20
26;TI Aeroporto / TI Joana Bezerra;Principal;;;;010096;Rua Setúbal;Boa Viagem;-8 7 54.17;-34 54 4.79;1;Terminal para Ponto de Retorno;7;0
26;TI Aeroporto / TI Joana Bezerra;Principal;;;;010097;Avenida Conselheiro Aguiar;Boa Viagem;-8 7 44.35;-34 54 2.03;1;Terminal para Ponto de Retorno;8;0
26;TI Aeroporto / TI Joana Bezerra;Principal;;;;010098;Avenida Conselheiro Aguiar;Boa Viagem;-8 7 31.36;-34 53 57.12;1;Terminal para Ponto de Retorno;9;0
26;TI Aeroporto / TI Joana Bezerra;Principal;;;;010099;Avenida Conselheiro Aguiar;Boa Viagem;-8 7 19.39;-34 53 52.61;1;Terminal para Ponto de Retorno;10;0
26;TI Aeroporto / TI Joana Bezerra;Principal;;;;010100;Avenida Conselheiro Aguiar;Boa Viagem;-8 7 6.31;-34 53 45.14;1;Terminal para Ponto de Retorno;11;0
26;TI Aeroporto / TI Joana Bezerra;Principal;;;;010101;Avenida Conselheiro Aguiar;Boa Viagem;-8 6 59.69;-34 53 41.20;1;Terminal para Ponto de Retorno;12;0
26;TI Aeroporto / TI Joana Bezerra;Principal;;;;010102;Avenida Conselheiro Aguiar;Boa Viagem;-8 6 50.96;-34 53 35.96;1;Terminal para Ponto de Retorno;13;0
26;TI Aeroporto / TI Joana Bezerra;Principal;;;;010103;Avenida Conselheiro Aguiar;Boa Viagem;-8 6 41.76;-34 53 30.31;1;Terminal para Ponto de Retorno;14;0
26;TI Aeroporto / TI Joana Bezerra;Principal;;;;010104;Avenida Conselheiro Aguiar;Boa Viagem;-8 6 33.60;-34 53 25.57;1;Terminal para Ponto de Retorno;15;0
26;TI Aeroporto / TI Joana Bezerra;Principal;;;;010105;Avenida Conselheiro Aguiar;Boa Viagem;-8 6 26.22;-34 53 22.18;1;Terminal para Ponto de Retorno;16;0
26;TI Aeroporto / TI Joana Bezerra;Principal;;;;010106;Avenida Conselheiro Aguiar;Boa Viagem;-8 6 16.98;-34 53 17.97;1;Terminal para Ponto de Retorno;17;0
26;TI Aeroporto / TI Joana Bezerra;Principal;;;;010107;Avenida Conselheiro Aguiar;Boa Viagem;-8 6 0.49;-34 53 10.46;1;Terminal para Ponto de Retorno;18;0
26;TI Aeroporto / TI Joana Bezerra;Principal;;;;010109;Avenida Conselheiro Aguiar;Boa Viagem;-8 5 29.60;-34 53 1.22;1;Terminal para Ponto de Retorno;19;0
26;TI Aeroporto / TI Joana Bezerra;Principal;;;;010110;Avenida Engenheiro Antônio de Góes;Pina;-8 5 17.99;-34 53 1.96;1;Terminal para Ponto de Retorno;20;0
26;TI Aeroporto / TI Joana Bezerra;Principal;;;;010112;Avenida Engenheiro Antônio de Góes;Pina;-8 5 10.49;-34 53 9.17;1;Terminal para Ponto de Retorno;21;0
26;TI Aeroporto / TI Joana Bezerra;Principal;;;;010114;Avenida Engenheiro Antônio de Góes;Pina;-8 5 4.93;-34 53 14.47;1;Terminal para Ponto de Retorno;22;0
26;TI Aeroporto / TI Joana Bezerra;Principal;;;;010171;Avenida Fernando Simões Barbosa;Boa Viagem;-8 7 9.05;-34 54 4.74;2;Ponto de Retorno para Terminal;0;16
26;TI Aeroporto / TI Joana Bezerra;Principal;;;;010178;Rua Padre Carapuceiro;Boa Viagem;-8.1177;-34.9006;2;Ponto de Retorno para Terminal;0;15
26;TI Aeroporto / TI Joana Bezerra;Principal;;;;010208;Rua Dez de Julho;Boa Viagem;-8.1352;-34.9116;1;Terminal para Ponto de Retorno;2;0
26;TI Aeroporto / TI Joana Bezerra;Principal;;;;010209;Rua Dez de Julho;Boa Viagem;-8.1358;-34.9093;1;Terminal para Ponto de Retorno;3;0
26;TI Aeroporto / TI Joana Bezerra;Principal;;;;010210;Rua Capitão Zuzinha;Boa Viagem;-8.1352;-34.9070;1;Terminal para Ponto de Retorno;4;0
26;TI Aeroporto / TI Joana Bezerra;Principal;;;;010211;Rua Capitão Zuzinha;Boa Viagem;-8.1342;-34.9052;1;Terminal para Ponto de Retorno;5;0
26;TI Aeroporto / TI Joana Bezerra;Principal;;;;010212;Rua Capitão Zuzinha;Boa Viagem;-8.1331;-34.9032;1;Terminal para Ponto de Retorno;6;0
26;TI Aeroporto / TI Joana Bezerra;Principal;;;;010213;Rua Barão de Souza Leão;Boa Viagem;-8.1317;-34.9053;2;Ponto de Retorno para Terminal;0;21
26;TI Aeroporto / TI Joana Bezerra;Principal;;;;010214;Rua Barão de Souza Leão;Imbiribeira;-8.1323;-34.9074;2;Ponto de Retorno para Terminal;0;22
26;TI Aeroporto / TI Joana Bezerra;Principal;;;;010215;Rua Barão de Souza Leão;Boa Viagem;-8 7 57.58;-34 54 36.72;2;Ponto de Retorno para Terminal;0;23
26;TI Aeroporto / TI Joana Bezerra;Principal;;;;010216;Rua Barão de Souza Leão;Boa Viagem;-8.1329;-34.9118;2;Ponto de Retorno para Terminal;0;24
26;TI Aeroporto / TI Joana Bezerra;Principal;;;;010217;Rua Barão de Souza Leão;Boa Viagem;-8.1328;-34.9140;2;Ponto de Retorno para Terminal;0;25
26;TI Aeroporto / TI Joana Bezerra;Principal;;;;020001;Rua Dez de Julho;Boa Viagem;-8 8 2.68;-34 54 54.43;3;Dois Sentidos;1;26
26;TI Aeroporto / TI Joana Bezerra;Principal;;;;180002;Terminal Integrado de Joana Bezerra;Joana bezerra;-8 4 22.43;-34 53 43.17;3;Dois Sentidos;24;1
26;TI Aeroporto / TI Joana Bezerra;Principal;;;;180052;Avenida Saturnino de Brito;Cabanga;-8 4 46.22;-34 53 34.38;2;Ponto de Retorno para Terminal;0;3
26;TI Aeroporto / TI Joana Bezerra;Principal;;;;180171;Rua Jaraguari;Joana bezerra;-8 4 15.66;-34 53 48.95;1;Terminal para Ponto de Retorno;23;0
26;TI Aeroporto / TI Joana Bezerra;Principal;;;;180381;Avenida Beira Rio;Joana bezerra;- 08 04.196;- 34 53.645;2;Ponto de Retorno para Terminal;0;2
31;Shopping Center (Terminal Residencial Boa Viagem);Principal;;;;010001;Avenida Herculano Bandeira;Pina;-8 5  12.50;-34 53 14.07;2;Ponto de Retorno para Terminal;0;8
31;Shopping Center (Terminal Residencial Boa Viagem);Principal;;;;010002;Avenida Herculano Bandeira;Pina;-8 5 20.59;-34 53 6.34;2;Ponto de Retorno para Terminal;0;9
31;Shopping Center (Terminal Residencial Boa Viagem);Principal;;;;010003;Avenida Engenheiro Domingos Ferreira;Pina;-8 5 29.30;-34 53 5.99;2;Ponto de Retorno para Terminal;0;10
31;Shopping Center (Terminal Residencial Boa Viagem);Principal;;;;010004;Avenida Engenheiro Domingos Ferreira;Pina;-8 5 41.20;-34 53 9.22;2;Ponto de Retorno para Terminal;0;11
31;Shopping Center (Terminal Residencial Boa Viagem);Principal;;;;010005;Avenida Engenheiro Domingos Ferreira;Pina;-8 5 52.37;-34 53 11.20;2;Ponto de Retorno para Terminal;0;12
31;Shopping Center (Terminal Residencial Boa Viagem);Principal;;;;010006;Avenida Engenheiro Domingos Ferreira;Pina;-8 6 5.31;-34 53 16.53;2;Ponto de Retorno para Terminal;0;13
31;Shopping Center (Terminal Residencial Boa Viagem);Principal;;;;010007;Avenida Engenheiro Domingos Ferreira;Pina;-8 6 18.65;-34 53 22.64;2;Ponto de Retorno para Terminal;0;14
31;Shopping Center (Terminal Residencial Boa Viagem);Principal;;;;010008;Avenida Engenheiro Domingos Ferreira;Boa Viagem;-8 6 28.90;-34 53 27.37;2;Ponto de Retorno para Terminal;0;15
31;Shopping Center (Terminal Residencial Boa Viagem);Principal;;;;010009;Avenida Engenheiro Domingos Ferreira;Pina;-8 6 40.63;-34 53 34.44;2;Ponto de Retorno para Terminal;0;16
31;Shopping Center (Terminal Residencial Boa Viagem);Principal;;;;010010;Avenida Engenheiro Domingos Ferreira;Boa Viagem;-8 6 49.79;-34 53 40.06;2;Ponto de Retorno para Terminal;0;17
31;Shopping Center (Terminal Residencial Boa Viagem);Principal;;;;010011;Avenida Engenheiro Domingos Ferreira;Boa Viagem;- 08 06.998;- 34 53.767;2;Ponto de Retorno para Terminal;0;18
31;Shopping Center (Terminal Residencial Boa Viagem);Principal;;;;010099;Avenida Conselheiro Aguiar;Boa Viagem;-8 7 19.39;-34 53 52.61;1;Terminal para Ponto de Retorno;17;0
31;Shopping Center (Terminal Residencial Boa Viagem);Principal;;;;010100;Avenida Conselheiro Aguiar;Boa Viagem;-8 7 6.31;-34 53 45.14;1;Terminal para Ponto de Retorno;18;0
31;Shopping Center (Terminal Residencial Boa Viagem);Principal;;;;010101;Avenida Conselheiro Aguiar;Boa Viagem;-8 6 59.69;-34 53 41.20;1;Terminal para Ponto de Retorno;19;0
31;Shopping Center (Terminal Residencial Boa Viagem);Principal;;;;010102;Avenida Conselheiro Aguiar;Boa Viagem;-8 6 50.96;-34 53 35.96;1;Terminal para Ponto de Retorno;20;0
31;Shopping Center (Terminal Residencial Boa Viagem);Principal;;;;010103;Avenida Conselheiro Aguiar;Boa Viagem;-8 6 41.76;-34 53 30.31;1;Terminal para Ponto de Retorno;21;0
31;Shopping Center (Terminal Residencial Boa Viagem);Principal;;;;010104;Avenida Conselheiro Aguiar;Boa Viagem;-8 6 33.60;-34 53 25.57;1;Terminal para Ponto de Retorno;22;0
31;Shopping Center (Terminal Residencial Boa Viagem);Principal;;;;010105;Avenida Conselheiro Aguiar;Boa Viagem;-8 6 26.22;-34 53 22.18;1;Terminal para Ponto de Retorno;23;0
31;Shopping Center (Terminal Residencial Boa Viagem);Principal;;;;010106;Avenida Conselheiro Aguiar;Boa Viagem;-8 6 16.98;-34 53 17.97;1;Terminal para Ponto de Retorno;24;0
31;Shopping Center (Terminal Residencial Boa Viagem);Principal;;;;010107;Avenida Conselheiro Aguiar;Boa Viagem;-8 6 0.49;-34 53 10.46;1;Terminal para Ponto de Retorno;25;0
31;Shopping Center (Terminal Residencial Boa Viagem);Principal;;;;010109;Avenida Conselheiro Aguiar;Boa Viagem;-8 5 29.60;-34 53 1.22;1;Terminal para Ponto de Retorno;26;0
31;Shopping Center (Terminal Residencial Boa Viagem);Principal;;;;010111;Avenida Engenheiro Antônio de Góes;Pina;-8 5 16.29;-34 53 2.99;1;Terminal para Ponto de Retorno;27;0
31;Shopping Center (Terminal Residencial Boa Viagem);Principal;;;;010113;Avenida Engenheiro Antônio de Góes;Pina;-8 5 9.44;-34 53 9.47;1;Terminal para Ponto de Retorno;28;0
31;Shopping Center (Terminal Residencial Boa Viagem);Principal;;;;010115;Avenida Engenheiro Antônio de Góes;Pina;-8 5 4.62;-34 53 14.15;1;Terminal para Ponto de Retorno;29;0
31;Shopping Center (Terminal Residencial Boa Viagem);Principal;;;;010158;Avenida General Mac Arthur;Boa Viagem;-8.1121;-34.9025;2;Ponto de Retorno para Terminal;0;23
31;Shopping Center (Terminal Residencial Boa Viagem);Principal;;;;010159;Avenida General Mac Arthur;Imbiribeira;-8.1113;-34.9044;2;Ponto de Retorno para Terminal;0;24
31;Shopping Center (Terminal Residencial Boa Viagem);Principal;;;;010166;Avenida Antônio Torres Galvão;Imbiribeira;-8 6 46.36;-34 54 19.60;1;Terminal para Ponto de Retorno;7;0
31;Shopping Center (Terminal Residencial Boa Viagem);Principal;;;;010167;Avenida Antônio Torres Galvão;Imbiribeira;-8.1136;-34.9040;1;Terminal para Ponto de Retorno;8;0
31;Shopping Center (Terminal Residencial Boa Viagem);Principal;;;;010168;Avenida Antônio Torres Galvão;Imbiribeira;-8 6 53.17;-34 54 6.56;1;Terminal para Ponto de Retorno;9;0
31;Shopping Center (Terminal Residencial Boa Viagem);Principal;;;;010170;Avenida Fernando Simões Barbosa;Boa Viagem;-8.1165;-34.9010;1;Terminal para Ponto de Retorno;10;0
31;Shopping Center (Terminal Residencial Boa Viagem);Principal;;;;010171;Avenida Fernando Simões Barbosa;Boa Viagem;-8 7 9.05;-34 54 4.74;3;Dois Sentidos;11;21
31;Shopping Center (Terminal Residencial Boa Viagem);Principal;;;;010172;Avenida Fernando Simões Barbosa;Boa Viagem;-8 7 22.10;-34 54 5.61;1;Terminal para Ponto de Retorno;12;0
31;Shopping Center (Terminal Residencial Boa Viagem);Principal;;;;010176;Avenida Professor João Medeiros;Boa Viagem;-8 7 7.79;-34 54 3.23;2;Ponto de Retorno para Terminal;0;22
31;Shopping Center (Terminal Residencial Boa Viagem);Principal;;;;010177;Rua Padre Carapuceiro;Boa Viagem;-8.1191;-34.8974;2;Ponto de Retorno para Terminal;0;19
31;Shopping Center (Terminal Residencial Boa Viagem);Principal;;;;010178;Rua Padre Carapuceiro;Boa Viagem;-8.1177;-34.9006;2;Ponto de Retorno para Terminal;0;20
31;Shopping Center (Terminal Residencial Boa Viagem);Principal;;;;010185;Rua Ernesto de Paula Santos;Boa Viagem;-8.1241;-34.9049;1;Terminal para Ponto de Retorno;15;0
31;Shopping Center (Terminal Residencial Boa Viagem);Principal;;;;010186;Rua Ernesto de Paula Santos;Boa Viagem;-8.1243;-34.9024;1;Terminal para Ponto de Retorno;16;0
