736.6999999999997 532.5300000000002 39758.665034602076 
592.1166666666667 571.2233333333332 40450.85756920415 
536.8900000000001 571.5533333333333 45441.462318339094 
1189.5866666666668 441.87999999999994 43840.38939446367 
723.86 448.51000000000005 42718.497759515594 
958.8766666666669 586.0533333333333 36602.67114835639 
756.2233333333332 464.8633333333333 41729.1107698962 
717.6466666666669 485.6133333333334 44908.35286332181 
742.3433333333334 481.86666666666673 40762.87718858132 
1027.6200000000001 527.2333333333333 38850.51289576125 
706.5833333333335 495.39000000000016 42059.10820717992 
601.0033333333334 526.0566666666666 52151.8692301038 
624.9266666666667 541.0066666666668 39432.52075259516 
874.5933333333337 442.80000000000007 39858.58496539792 
693.1333333333333 489.2900000000001 53174.83820069204 
779.5766666666665 538.4033333333334 39630.33566392733 
880.8666666666669 507.1400000000002 39173.52955882353 
863.3433333333335 518.7 38877.13076989619 
613.3833333333334 585.4 39612.83918685122 
802.0099999999999 643.6466666666669 37178.81809688583 
983.8033333333334 469.1000000000001 39340.63768814878 
621.6100000000001 517.6200000000001 40596.8465484429 
736.3466666666667 498.5533333333333 41080.62248053634 
759.2900000000001 606.7933333333333 38129.15261245674 
844.8899999999998 569.1 37178.63154844292 
776.3433333333331 545.9466666666666 38279.4216349481 
808.5766666666666 519.5733333333334 39490.10506920415 
678.7133333333331 505.9833333333333 44251.955475778544 
698.2999999999997 667.93 38006.26204152249 
835.9933333333335 550.8333333333335 37342.68779195502 
803.4633333333333 473.05 39766.4990030277 
774.6333333333333 436.8866666666666 45319.47795847751 
784.3100000000001 541.3466666666667 39317.844541522485 
727.3233333333335 567.88 38812.86647923875 
870.9433333333334 508.02333333333337 39232.22060553632 
