route_id","service_id","trip_id","trip_headsign","trip_short_name","direction_id","block_id","shape_id"
"551457","0","551457_volta_0_0","Suzano (Cidade Edson)",,"1",,"551457_volta"
"551457","0","551457_ida_0_0","Sao Paulo (Estacao Cptm Itaim Paulista)",,"0",,"551457_ida"
"553021","0","553021_volta_0_0","Indaiatuba (Terminal Rodoviario de Indaiatuba)",,"1",,"553021_volta"
"553021","0","553021_ida_0_0","Campinas (Centro)",,"0",,"553021_ida"
"555019","0","555019_volta_0_0","Mogi das Cruzes (Terminal Rodoviario Geraldo Scavone)",,"1",,"555019_volta"
"555019","0","555019_ida_0_0","Sao Paulo (Terminal Rodoviario Tiete)",,"0",,"555019_ida"
"557276","0","557276_circular_0_0","Aruja (Terminal Rodoviario de Aruja) Itaquaquecetuba (Jardim Nossa Senhora das Gracas) (Circular)",,"0",,"557276_circular"
"558028","0","558028_volta_0_0","Poa (Terminal Rodoviario Pedro Fava - Cidade Kemel)",,"1",,"558028_volta"
"558028","0","558028_ida_0_0","Sao Paulo (Parque Dom Pedro II)",,"0",,"558028_ida"
"558053","0","558053_volta_0_0","Indaiatuba (Terminal Rodoviario de Indaiatuba)",,"1",,"558053_volta"
"558053","0","558053_ida_0_0","Campinas (Centro)",,"0",,"558053_ida"
"558174","0","558174_volta_0_0","Santa Isabel (Monte Serrat)",,"1",,"558174_volta"
"558174","0","558174_ida_0_0","Mogi das Cruzes (Terminal Rodoviario Geraldo Scavone)",,"0",,"558174_ida"
"558459","0","558459_circular_0_0","Santa Isabel (Monte Serrat) Guarulhos (Centro) (Circular)",,"0",,"558459_circular"
"560137","0","560137_circular_0_0","Diadema (Eldorado) Sao Bernardo do Campo (Baeta Neves) (Circular)",,"0",,"560137_circular"
"560171","0","560171_circular_0_0","Taboao da Serra (Parque Laguna) Sao Paulo (Pinheiros) (Circular)",,"0",,"560171_circular"
"560255","0","560255_volta_0_0","Praia Grande (Terminal Rodoviario e Urbano Tatico Francisco Gomes da Silva)",,"1",,"560255_volta"
"560255","0","560255_ida_0_0","Santos (Paqueta)",,"0",,"560255_ida"
"563049","0","563049_volta_0_0","Itaquaquecetuba (Residencial Marengo)",,"1",,"563049_volta"
"563049","0","563049_ida_0_0","Suzano (Vila Sol Nascente)",,"0",,"563049_ida"
"564026","0","564026_ida_0_0","Sao Paulo (Pinheiros)",,"0",,"564026_ida"
"564026","0","564026_volta_0_0","Embu das Artes (Jardim Nossa Senhora de Fatima)",,"1",,"564026_volta"
"564091","0","564091_ida_0_0","Itaquaquecetuba (Rancho Grande)",,"0",,"564091_ida"
"564091","0","564091_volta_0_0","Suzano (Centro)",,"1",,"564091_volta"
"564156","0","564156_circular_0_0","Diadema (Terminal Metropolitano de Diadema) Sao Paulo (Jardim Guacuri) (Circular)",,"0",,"564156_circular"
"567005","0","567005_ida_0_0","Mogi das Cruzes (Estacao Cptm Estudantes)",,"0",,"567005_ida"
"567005","0","567005_volta_0_0","Suzano (Cidade Edson)",,"1",,"567005_volta"
"567256","0","567256_ida_0_0","Sao Paulo (Metro Capao Redondo)",,"0",,"567256_ida"
"567256","0","567256_volta_0_0","Embu das Artes (Jardim Santa Tereza)",,"1",,"567256_volta"
"567367","0","567367_ida_0_0","Mogi das Cruzes (Centro)",,"0",,"567367_ida"
"567367","0","567367_volta_0_0","Salesopolis (Trevo da Petrobras)",,"1",,"567367_volta"
"567374","0","567374_ida_0_0","Mogi das Cruzes (Centro)",,"0",,"567374_ida"
"567374","0","567374_volta_0_0","Salesopolis (Trevo da Petrobras)",,"1",,"567374_volta"
"567480","0","567480_ida_0_0","Santos (Paqueta)",,"0",,"567480_ida"
"567480","0","567480_volta_0_0","Sao Vicente (Humaita)",,"1",,"567480_volta"
"567488","0","567488_volta_0_0","Guarulhos (Jardim Cumbica)",,"1",,"567488_volta"
"567488","0","567488_ida_0_0","Sao Paulo (Metro Carrao)",,"0",,"567488_ida"
"567527","0","567527_circular_0_0","Aruja (Terminal Rodoviario de Aruja) Aruja (Recanto Primavera) (Circular)",,"0",,"567527_circular"
"568216","0","568216_volta_0_0","Itapecerica da Serra (Jardim Sao Pedro)",,"1",,"568216_volta"
"568216","0","568216_ida_0_0","Sao Paulo (Metro Capao Redondo)",,"0",,"568216_ida"
"568391","0","568391_ida_0_0","Campinas (Botafogo)",,"0",,"568391_ida"
"568391","0","568391_volta_0_0","Paulinia (Paulinia Rodoviaria Shopping)",,"1",,"568391_volta"
"568397","0","568397_ida_0_0","Campinas (Botafogo)",,"0",,"568397_ida"
"568397","0","568397_volta_0_0","Paulinia (Paulinia Rodoviaria Shopping)",,"1",,"568397_volta"
"568407","0","568407_circular_0_0","Embu das Artes (Engenho Velho) Sao Paulo (Clinicas) (Circular)",,"0",,"568407_circular"
"571022","0","571022_volta_0_0","Embu-Guacu (Cipo)",,"1",,"571022_volta"
"571022","0","571022_ida_0_0","Sao Paulo (Terminal Grajau)",,"0",,"571022_ida"
"572013","0","572013_circular_0_0","Embu das Artes (Jardim Santo Eduardo) Sao Paulo (Clinicas) (Circular)",,"0",,"572013_circular"
"575091","0","575091_volta_0_0","Cajamar (Jordanesia)",,"1",,"575091_volta"
"575091","0","575091_ida_0_0","Sao Paulo (Lapa)",,"0",,"575091_ida"
"577010","0","577010_volta_0_0","Embu das Artes (Jardim Sao Marcos)",,"1",,"577010_volta"
"577010","0","577010_ida_0_0","Sao Paulo (Pinheiros)",,"0",,"577010_ida"
"579002","0","579002_volta_0_0","Embu das Artes (Engenho Velho)",,"1",,"579002_volta"
"579002","0","579002_ida_0_0","Sao Paulo (Metro Capao Redondo)",,"0",,"579002_ida"
"579049","0","579049_volta_0_0","Itapecerica da Serra (Jardim Sao Marcos)",,"1",,"579049_volta"
"579049","0","579049_ida_0_0","Cotia (Terminal Metropolitano Cotia)",,"0",,"579049_ida"
"579084","0","579084_volta_0_0","Poa (Jardim Medina)",,"1",,"579084_volta"
"579084","0","579084_ida_0_0","Mogi das Cruzes (Estacao Cptm Estudantes)",,"0",,"579084_ida"
"579126","0","579126_volta_0_0","Guarulhos (Cocaia)",,"1",,"579126_volta"
"579126","0","579126_ida_0_0","Sao Paulo (Metro Tucuruvi)",,"0",,"579126_ida"
"582007","0","582007_ida_0_0","Sao Paulo (Metro Campo Limpo)",,"0",,"582007_ida"
"582007","0","582007_volta_0_0","Embu das Artes (Jardim Vazame)",,"1",,"582007_volta"
"584148","0","584148_ida_0_0","Mogi das Cruzes (Terminal Rodoviario Geraldo Scavone)",,"0",,"584148_ida"
"584148","0","584148_volta_0_0","Guararema (Terminal Rodoviario de Guararema)",,"1",,"584148_volta"
"584230","0","584230_volta_0_0","Guaruja (Centro)",,"1",,"584230_volta"
"584230","0","584230_ida_0_0","Santos (Monte Cabrao)",,"0",,"584230_ida"
"587037","0","587037_volta_0_0","Paulinia (Paulinia Rodoviaria Shopping)",,"1",,"587037_volta"
"587037","0","587037_ida_0_0","Campinas (Botafogo)",,"0",,"587037_ida"
"588080","0","588080_circular_0_0","Taboao da Serra (Parque Maraba) Sao Paulo (Pinheiros) (Circular)",,"0",,"588080_circular"
"588101","0","588101_ida_0_0","Sao Paulo (Pinheiros)",,"0",,"588101_ida"
"588101","0","588101_volta_0_0","Carapicuiba (Vila Dirce)",,"1",,"588101_volta"
"588117","0","588117_volta_0_0","Itapecerica da Serra (Parque Paraiso)",,"1",,"588117_volta"
"588117","0","588117_ida_0_0","Sao Paulo (Pinheiros)",,"0",,"588117_ida"
"588378","0","588378_ida_0_0","Santos (Paqueta)",,"0",,"588378_ida"
"588378","0","588378_volta_0_0","Sao Vicente (Parque das Bandeiras Gleba II)",,"1",,"588378_volta"
"588381","0","588381_volta_0_0","Sao Vicente (Humaita)",,"1",,"588381_volta"
"588381","0","588381_ida_0_0","Santos (Paqueta)",,"0",,"588381_ida"
"588403","0","588403_volta_0_0","Guarulhos (Parque Continental II)",,"1",,"588403_volta"
"588403","0","588403_ida_0_0","Sao Paulo (Metro Carrao)",,"0",,"588403_ida"
"590019","0","590019_volta_0_0","Embu das Artes (Jardim Nossa Senhora de Fatima)",,"1",,"590019_volta"
"590019","0","590019_ida_0_0","Sao Paulo (Metro Campo Limpo)",,"0",,"590019_ida"
"591126","0","591126_circular_0_0","Diadema (Jardim Padre Anchieta) Sao Bernardo do Campo (Jardim do Lago) (Circular)",,"0",,"591126_circular"
"593011","0","593011_ida_0_0","Sao Paulo (Pinheiros)",,"0",,"593011_ida"
"593011","0","593011_volta_0_0","Embu das Artes (Parque Pirajussara)",,"1",,"593011_volta"
"594053","0","594053_volta_0_0","Vargem Grande Paulista (Jardim Sao Marcos)",,"1",,"594053_volta"
"594053","0","594053_ida_0_0","Sao Paulo (Metro Butanta)",,"0",,"594053_ida"
"594101","0","594101_volta_0_0","Embu-Guacu (Chacara Florida)",,"1",,"594101_volta"
"594101","0","594101_ida_0_0","Sao Paulo (Terminal Grajau)",,"0",,"594101_ida"
"594103","0","594103_volta_0_0","Santa Isabel (Monte Serrat)",,"1",,"594103_volta"
"594103","0","594103_ida_0_0","Mogi das Cruzes (Estacao Cptm Estudantes)",,"0",,"594103_ida"
"594151","0","594151_ida_0_0","Sao Paulo (Terminal Rodoviario Tiete)",,"0",,"594151_ida"
"594151","0","594151_volta_0_0","Ferraz de Vasconcelos (Estacao Ferraz de Vasconcelos)",,"1",,"594151_volta"
"594370","0","594370_circular_0_0","Guarulhos (Parque Brasilia) Sao Paulo (Itaim Paulista) (Circular)",,"0",,"594370_circular"
"595043","0","595043_ida_0_0","Sao Paulo (Pinheiros)",,"0",,"595043_ida"
"595043","0","595043_volta_0_0","Itapecerica da Serra (Jardim Sampaio)",,"1",,"595043_volta"
"597013","0","597013_volta_0_0","Itapecerica da Serra (Jardim Sao Marcos)",,"1",,"597013_volta"
"597013","0","597013_ida_0_0","Itapecerica da Serra (Jardim das Oliveiras)",,"0",,"597013_ida"
"597082","0","597082_volta_0_0","Barueri (Parque Imperial)",,"1",,"597082_volta"
"597082","0","597082_ida_0_0","Sao Paulo (Lapa)",,"0",,"597082_ida"
"598037","0","598037_circular_0_0","Franco da Rocha (Parque Vitoria) Caieiras (Centro) (Circular)",,"0",,"598037_circular"
"598286","0","598286_ida_0_0","Sao Paulo (Metro Butanta)",,"0",,"598286_ida"
"598286","0","598286_volta_0_0","Osasco (Olaria do Nino)",,"1",,"598286_volta"
"598342","0","598342_ida_0_0","Sao Paulo (Metro Armenia)",,"0",,"598342_ida"
"598342","0","598342_volta_0_0","Guarulhos (Jardim Ipanema)",,"1",,"598342_volta"
"599124","0","599124_ida_0_0","Cubatao (Jardim Casqueiro)",,"0",,"599124_ida"
"599124","0","599124_volta_0_0","Guaruja (Ferry Boat)",,"1",,"599124_volta"
"604024","0","604024_volta_0_0","Poa (Terminal Rodoviario Jardim Sao Jose)",,"1",,"604024_volta"
"604024","0","604024_ida_0_0","Sao Paulo (Sao Mateus)",,"0",,"604024_ida"
"604052","0","604052_volta_0_0","Carapicuiba (Jardim Novo Horizonte)",,"1",,"604052_volta"
"604052","0","604052_ida_0_0","Sao Paulo (Metro Butanta)",,"0",,"604052_ida"
"604073","0","604073_volta_0_0","Sao Vicente (Parque das Bandeiras Gleba II)",,"1",,"604073_volta"
"604077","0","604077_volta_0_0","Sao Vicente (Parque Continental)",,"1",,"604077_volta"
"604077","0","604077_ida_0_0","Santos (Paqueta)",,"0",,"604077_ida"
"610027","0","610027_ida_0_0","Osasco (Centro)",,"0",,"610027_ida"
"610027","0","610027_volta_0_0","Taboao da Serra (Jardim Sao Judas Tadeu)",,"1",,"610027_volta"
"611001","0","611001_volta_0_0","Embu das Artes (Jardim Tome)",,"1",,"611001_volta"
"611001","0","611001_ida_0_0","Sao Paulo (Metro Butanta)",,"0",,"611001_ida"
"613248","0","613248_ida_0_0","Sao Paulo (Terminal Rodoviario Tiete)",,"0",,"613248_ida"
"613248","0","613248_volta_0_0","Mairipora (Divisa)",,"1",,"613248_volta"
"613258","0","613258_ida_0_0","Aruja (Parque Rodrigo Barreto)",,"0",,"613258_ida"
"613258","0","613258_volta_0_0","Suzano (Centro)",,"1",,"613258_volta"
"615008","0","615008_ida_0_0","Sao Paulo (Metro Carrao)",,"0",,"615008_ida"
"615008","0","615008_volta_0_0","Itaquaquecetuba (Jardim Pinheirinho)",,"1",,"615008_volta"
"615092","0","615092_ida_0_0","Sao Paulo (Parque Artur Alvim)",,"0",,"615092_ida"
"615092","0","615092_volta_0_0","Ferraz de Vasconcelos (Vila Sao Paulo)",,"1",,"615092_volta"
"615132","0","615132_volta_0_0","Paulinia (Paulinia Rodoviaria Shopping)",,"1",,"615132_volta"
"615132","0","615132_ida_0_0","Campinas (Shopping Parque Dom Pedro I)",,"0",,"615132_ida"
"616187","0","616187_ida_0_0","Sao Paulo ( Metro Armenia)",,"0",,"616187_ida"
"616187","0","616187_volta_0_0","Guarulhos (Parque Santos Dumont)",,"1",,"616187_volta"
"617062","0","617062_ida_0_0","Sao Paulo (Lapa)",,"0",,"617062_ida"
"617062","0","617062_volta_0_0","Cajamar (Centro)",,"1",,"617062_volta"
"618046","0","618046_volta_0_0","Guarulhos (Terminal Urbano Guarulhos)",,"1",,"618046_volta"
"618046","0","618046_ida_0_0","Sao Paulo (Penha)",,"0",,"618046_ida"
"618253","0","618253_ida_0_0","Sao Paulo (Lapa)",,"0",,"618253_ida"
"618253","0","618253_volta_0_0","Carapicuiba (Parque Santa Tereza)",,"1",,"618253_volta"
"626129","0","626129_volta_0_0","Carapicuiba (Vila Dirce)",,"1",,"626129_volta"
"626129","0","626129_ida_0_0","Santana de Parnaiba (Tambore 11 - Itayhe)",,"0",,"626129_ida"
"626148","0","626148_volta_0_0","Guarulhos (Jardim das Nacoes)",,"1",,"626148_volta"
"626148","0","626148_ida_0_0","Sao Paulo (Metro Armenia)",,"0",,"626148_ida"
"626175","0","626175_ida_0_0","Sao Paulo (Metro Penha)",,"0",,"626175_ida"
"626175","0","626175_volta_0_0","Guarulhos (Parque Santos Dumont)",,"1",,"626175_volta"
"626277","0","626277_ida_0_0","Sao Paulo (Lapa)",,"0",,"626277_ida"
"626277","0","626277_volta_0_0","Osasco (Bel Jardim)",,"1",,"626277_volta"
"626371","0","626371_circular_0_0","Embu das Artes (Terminal Casa Branca) Sao Paulo (Itaim Bibi) (Circular)",,"0",,"626371_circular"
"630010","0","630010_volta_0_0","Itaquaquecetuba (Rancho Grande)",,"1",,"630010_volta"
"630010","0","630010_ida_0_0","Guarulhos (Jardim Santa Mena)",,"0",,"630010_ida"
"632009","0","632009_volta_0_0","Poa (Terminal Rodoviario Ayrton Senna)",,"1",,"632009_volta"
"632009","0","632009_ida_0_0","Sao Paulo (Estacao Cptm Itaim Paulista)",,"0",,"632009_ida"
"632037","0","632037_circular_0_0","Diadema (Eldorado) Sao Bernardo do Campo (Paco Municipal) (Circular)",,"0",,"632037_circular"
"633035","0","633035_ida_0_0","Mogi das Cruzes (Jardim Piata)",,"0",,"633035_ida"
"633035","0","633035_volta_0_0","Suzano (Vila Amorim)",,"1",,"633035_volta"
"633047","0","633047_ida_0_0","Cotia (Portao)",,"0",,"633047_ida"
"633047","0","633047_volta_0_0","Cotia (Caucaia do Alto)",,"1",,"633047_volta"
"633236","0","633236_ida_0_0","Santos (Ponta da Praia)",,"0",,"633236_ida"
"633236","0","633236_volta_0_0","Sao Vicente (Parque das Bandeiras Gleba II)",,"1",,"633236_volta"
"634014","0","634014_ida_0_0","Itapecerica da Serra (Valo Velho)",,"0",,"634014_ida"
"634014","0","634014_volta_0_0","Embu-Guacu (Chacara Florida)",,"1",,"634014_volta"
"634048","0","634048_ida_0_0","Osasco (Vila Yara)",,"0",,"634048_ida"
"634048","0","634048_volta_0_0","Carapicuiba (Vila Dirce)",,"1",,"634048_volta"
"634145","0","634145_ida_0_0","Poa (Terminal Rodoviario Ayrton Senna)",,"0",,"634145_ida"
"634145","0","634145_volta_0_0","Aruja (Parque Rodrigo Barreto)",,"1",,"634145_volta"
"634275","0","634275_volta_0_0","Guarulhos (Terminal Urbano Guarulhos)",,"1",,"634275_volta"
"634275","0","634275_ida_0_0","Sao Paulo (Metro Armenia)",,"0",,"634275_ida"
"636163","0","636163_circular_0_0","Cubatao (Cota 200) Santos (Ponta da Praia) (Circular)",,"0",,"636163_circular"
"638055","0","638055_volta_0_0","Biritiba Mirim (Jardim dos Eucaliptos)",,"1",,"638055_volta"
"638055","0","638055_ida_0_0","Mogi das Cruzes (Centro)",,"0",,"638055_ida"
"639032","0","639032_volta_0_0","Taboao da Serra (Parque Jacaranda)",,"1",,"639032_volta"
"639032","0","639032_ida_0_0","Sao Paulo (Pinheiros)",,"0",,"639032_ida"
"639044","0","639044_ida_0_0","Sao Paulo (Estacao Cptm - Guaianazes)",,"0",,"639044_ida"
"639044","0","639044_volta_0_0","Itaquaquecetuba (Terminal Urbano Engenheiro Manoel Feio)",,"1",,"639044_volta"
"639145","0","639145_ida_0_0","Bertioga (Riviera de Sao Lourenco)",,"0",,"639145_ida"
"639145","0","639145_volta_0_0","Guaruja (Ferry Boat)",,"1",,"639145_volta"
"640169","0","640169_ida_0_0","Santos (Paqueta)",,"0",,"640169_ida"
"640169","0","640169_volta_0_0","Praia Grande (Terminal Rodoviario e Urbano Tatico Francisco Gomes da Silva)",,"1",,"640169_volta"
"640276","0","640276_volta_0_0","Vargem Grande Paulista (Parque do Agreste)",,"1",,"640276_volta"
"640276","0","640276_ida_0_0","Cotia (Terminal Metropolitano Cotia)",,"0",,"640276_ida"
"642024","0","642024_ida_0_0","Sao Paulo (Lapa)",,"0",,"642024_ida"
"642024","0","642024_volta_0_0","Osasco (Jardim Colinas D Oeste)",,"1",,"642024_volta"
"642108","0","642108_circular_0_0","Aruja (Mirante) Sao Paulo (Sao Miguel Paulista) (Circular)",,"0",,"642108_circular"
"642251","0","642251_ida_0_0","Sao Vicente (Samarita)",,"0",,"642251_ida"
"642251","0","642251_volta_0_0","Praia Grande (Term Rod. Urb. Tatico Francisco Gomes da Silva)",,"1",,"642251_volta"
"643291","0","643291_volta_0_0","Guarulhos (Jardim Leblon)",,"1",,"643291_volta"
"643291","0","643291_ida_0_0","Sao Paulo (Metro Armenia)",,"0",,"643291_ida"
"643325","0","643325_ida_0_0","Sao Paulo (Lapa)",,"0",,"643325_ida"
"643325","0","643325_volta_0_0","Santana de Parnaiba (Cidade de Sao Pedro)",,"1",,"643325_volta"
"643352","0","643352_volta_0_0","Caieiras (Laranjeiras)",,"1",,"643352_volta"
"643352","0","643352_ida_0_0","Sao Paulo (Terminal Rodoviario Barra Funda)",,"0",,"643352_ida"
"643508","0","643508_volta_0_0","Taboao da Serra (Jardim Sao Judas Tadeu)",,"1",,"643508_volta"
"643508","0","643508_ida_0_0","Sao Paulo (Pinheiros)",,"0",,"643508_ida"
"643586","0","643586_volta_0_0","Embu das Artes (Jardim Santo Eduardo)",,"1",,"643586_volta"
"643586","0","643586_ida_0_0","Sao Paulo (Metro Capao Redondo)",,"0",,"643586_ida"
"647074","0","647074_circular_0_0","Santa Isabel (Monte Serrat) Guararema (Chacara Guanabara) (Circular)",,"0",,"647074_circular"
"648069","0","648069_volta_0_0","Guarulhos (Jardim Itapoa)",,"1",,"648069_volta"
"648069","0","648069_ida_0_0","Sao Paulo (Metro Armenia)",,"0",,"648069_ida"
"649001","0","649001_circular_0_0","Taboao da Serra (Parque Pinheiros) Sao Paulo (Clinicas) (Circular)",,"0",,"649001_circular"
"649057","0","649057_volta_0_0","Guaruja (Ferry Boat)",,"1",,"649057_volta"
"651026","0","651026_volta_0_0","Mairipora (Terminal Rodoviario Siguemi Aiacyda)",,"1",,"651026_volta"
"651026","0","651026_ida_0_0","Sao Paulo (Terminal Rodoviario Tiete)",,"0",,"651026_ida"
"653003","0","653003_volta_0_0","Guarulhos (Parque Continental II)",,"1",,"653003_volta"
"653003","0","653003_ida_0_0","Sao Paulo (Metro Armenia)",,"0",,"653003_ida"
"653045","0","653045_ida_0_0","Bertioga (Riviera de Sao Lourenco)",,"0",,"653045_ida"
"653045","0","653045_volta_0_0","Santos (Caruara)",,"1",,"653045_volta"
"656070","0","656070_ida_0_0","Sao Paulo (Metro Penha)",,"0",,"656070_ida"
"656070","0","656070_volta_0_0","Guarulhos (Cocaia)",,"1",,"656070_volta"
"656367","0","656367_ida_0_0","Sao Paulo (Pinheiros)",,"0",,"656367_ida"
"656367","0","656367_volta_0_0","Cotia (Terminal Metropolitano Cotia)",,"1",,"656367_volta"
"659092","0","659092_volta_0_0","Sao Paulo (Jardim Joao Xxiii)",,"1",,"659092_volta"
"659092","0","659092_ida_0_0","Barueri (Alphaville 3 / Bradesco)",,"0",,"659092_ida"
"659115","0","659115_volta_0_0","Barueri (Parque Imperial)",,"1",,"659115_volta"
"659115","0","659115_ida_0_0","Sao Paulo (Terminal Rodoviario Barra Funda)",,"0",,"659115_ida"
"661015","0","661015_ida_0_0","Sao Paulo (Metro Bras)",,"0",,"661015_ida"
"661015","0","661015_volta_0_0","Guarulhos (Jardim Any)",,"1",,"661015_volta"
"661135","0","661135_volta_0_0","Guarulhos (Jardim Paraiso)",,"1",,"661135_volta"
"661135","0","661135_ida_0_0","Sao Paulo (Metro Penha)",,"0",,"661135_ida"
"661326","0","661326_ida_0_0","Cotia (Terminal Metropolitano Cotia)",,"0",,"661326_ida"
"661326","0","661326_volta_0_0","Cotia (Jardim Monte Verde)",,"1",,"661326_volta"
"662050","0","662050_volta_0_0","Jandira (Jardim Nossa Senhora de Fatima)",,"1",,"662050_volta"
"662050","0","662050_ida_0_0","Barueri (Parque Imperial)",,"0",,"662050_ida"
"662155","0","662155_ida_0_0","Santana de Parnaiba (Residencial Vila Velha)",,"0",,"662155_ida"
"662155","0","662155_volta_0_0","Jandira (Jardim Nossa Senhora de Fatima)",,"1",,"662155_volta"
"664182","0","664182_volta_0_0","Francisco Morato (Centro)",,"1",,"664182_volta"
"664182","0","664182_ida_0_0","Franco da Rocha (Parque Paulista)",,"0",,"664182_ida"
"665314","0","665314_ida_0_0","Cotia (Terminal Metropolitano de Cotia)",,"0",,"665314_ida"
"665314","0","665314_volta_0_0","Barueri (Aldeia da Serra)",,"1",,"665314_volta"
"666055","0","666055_volta_0_0","Carapicuiba (Cidade Ariston)",,"1",,"666055_volta"
"666055","0","666055_ida_0_0","Barueri (Alphaville)",,"0",,"666055_ida"
"667052","0","667052_volta_0_0","Guarulhos (Jd. Palmira - Parque Continental)",,"1",,"667052_volta"
"667052","0","667052_ida_0_0","Sao Paulo (Metro Parada Inglesa)",,"0",,"667052_ida"
"667288","0","667288_volta_0_0","Osasco (Centro)",,"1",,"667288_volta"
"667288","0","667288_ida_0_0","Cotia (Rodovia Raposo Tavares - Km 21)",,"0",,"667288_ida"
"667313","0","667313_ida_0_0","Osasco (Vila Yara)",,"0",,"667313_ida"
"667313","0","667313_volta_0_0","Santana de Parnaiba (Jardim Sao Luis)",,"1",,"667313_volta"
"668004","0","668004_ida_0_0","Guarulhos (Jardim Santa Mena)",,"0",,"668004_ida"
"668004","0","668004_volta_0_0","Aruja (Parque Rodrigo Barreto)",,"1",,"668004_volta"
"668160","0","668160_ida_0_0","Sao Paulo (Metro Armenia)",,"0",,"668160_ida"
"668160","0","668160_volta_0_0","Guarulhos (Inocoop)",,"1",,"668160_volta"
"669139","0","669139_ida_0_0","Sao Paulo (Terminal Rodoviario Barra Funda)",,"0",,"669139_ida"
"669139","0","669139_volta_0_0","Itapevi (Vila Gioia)",,"1",,"669139_volta"
"670109","0","670109_volta_0_0","Guarulhos (Jardim Cumbica/Parque Brasilia)",,"1",,"670109_volta"
"670109","0","670109_ida_0_0","Sao Paulo (Metro Armenia)",,"0",,"670109_ida"
"670153","0","670153_ida_0_0","Sao Paulo (Metro Penha)",,"0",,"670153_ida"
"670153","0","670153_volta_0_0","Guarulhos (Jardim Paraiso)",,"1",,"670153_volta"
"670268","0","670268_ida_0_0","Campinas (Terminal Metropolitano Prefeito Magalhaes Teixeira)",,"0",,"670268_ida"
"670268","0","670268_volta_0_0","Hortolandia (Terminal Metropolitano Hortolandia)",,"1",,"670268_volta"
"671037","0","671037_volta_0_0","Pirapora do Bom Jesus (Jardim Bom Jesus)",,"1",,"671037_volta"
"671037","0","671037_ida_0_0","Barueri (Centro)",,"0",,"671037_ida"
"671098","0","671098_ida_0_0","Cotia (Terminal Metropolitano Cotia)",,"0",,"671098_ida"
"671098","0","671098_volta_0_0","Cotia (Caucaia do Alto)",,"1",,"671098_volta"
"671115","0","671115_volta_0_0","Carapicuiba (Vila Menck)",,"1",,"671115_volta"
"671115","0","671115_ida_0_0","Sao Paulo (Pinheiros)",,"0",,"671115_ida"
"675110","0","675110_circular_0_0","Embu das Artes (Parque Industrial) Taboao da Serra (Centro) (Circular)",,"0",,"675110_circular"
"677027","0","677027_ida_0_0","Santana de Parnaiba (Residencial Burle Marx)",,"0",,"677027_ida"
"677027","0","677027_volta_0_0","Itapevi (Cohab/Jardim Paulista)",,"1",,"677027_volta"
"677039","0","677039_volta_0_0","Santana de Parnaiba (Colinas da Anhanguera)",,"1",,"677039_volta"
"677039","0","677039_ida_0_0","Barueri (Parque Imperial)",,"0",,"677039_ida"
"677065","0","677065_volta_0_0","Osasco (Centro)",,"1",,"677065_volta"
"677065","0","677065_ida_0_0","Sao Bernardo do Campo (Terminal Metropolitano Sao Bernardo do Campo)",,"0",,"677065_ida"
"678014","0","678014_volta_0_0","Guarulhos (Terminal Metropolitano Taboao)",,"1",,"678014_volta"
"678014","0","678014_ida_0_0","Sao Paulo (Metro Bras)",,"0",,"678014_ida"
"679034","0","679034_ida_0_0","Sao Paulo (Metro Penha)",,"0",,"679034_ida"
"679034","0","679034_volta_0_0","Guarulhos (Jardim Paulista)",,"1",,"679034_volta"
"679035","0","679035_volta_0_0","Guarulhos (Cocaia)",,"1",,"679035_volta"
"679035","0","679035_ida_0_0","Sao Paulo (Metro Penha)",,"0",,"679035_ida"
"679086","0","679086_volta_0_0","Cotia (Mirante da Mata)",,"1",,"679086_volta"
"679086","0","679086_ida_0_0","Sao Paulo (Carrefour)",,"0",,"679086_ida"
"680014","0","680014_volta_0_0","Guarulhos (Cocaia)",,"1",,"680014_volta"
"680014","0","680014_ida_0_0","Sao Paulo (Penha)",,"0",,"680014_ida"
"680066","0","680066_volta_0_0","Franco da Rocha (Jardim Luciana)",,"1",,"680066_volta"
"680066","0","680066_ida_0_0","Sao Paulo (Perus)",,"0",,"680066_ida"
"680074","0","680074_ida_0_0","Sao Paulo (Lapa)",,"0",,"680074_ida"
"680074","0","680074_volta_0_0","Jandira (Jardim Nossa Senhora de Fatima)",,"1",,"680074_volta"
"680096","0","680096_volta_0_0","Cotia (Atalaia)",,"1",,"680096_volta"
"680096","0","680096_ida_0_0","Sao Paulo (Terminal Rodoviario Barra Funda)",,"0",,"680096_ida"
"680108","0","680108_ida_0_0","Sao Paulo (Metro Campo Limpo)",,"0",,"680108_ida"
"680108","0","680108_volta_0_0","Embu das Artes (Jardim do Colegio)",,"1",,"680108_volta"
"681006","0","681006_ida_0_0","Santos (Ponta da Praia)",,"0",,"681006_ida"
"681006","0","681006_volta_0_0","Sao Vicente (Humaita)",,"1",,"681006_volta"
"681109","0","681109_volta_0_0","Poa (Terminal Rodoviario Pedro Fava - Cidade Kemel)",,"1",,"681109_volta"
"681109","0","681109_ida_0_0","Sao Paulo (Estacao Cptm Guaianazes)",,"0",,"681109_ida"
"693019","0","693019_ida_0_0","Sao Paulo (Metro Capao Redondo)",,"0",,"693019_ida"
"693019","0","693019_volta_0_0","Itapecerica da Serra (Jardim das Oliveiras)",,"1",,"693019_volta"
"693020","0","693020_volta_0_0","Cotia (Jardim Santa Isabel)",,"1",,"693020_volta"
