"trip_id","arrival_time","departure_time","stop_id","stop_sequence","shape_dist_traveled"
"104356371_circular_0_0","00:20:00","00:20:00","104356367","0","28.0"
"104356371_circular_0_0","00:20:37","00:20:37","11974741","1","198.0"
"104356371_circular_0_0","00:21:35","00:21:35","1392008","2","504.0"
"104356371_circular_0_0","00:21:59","00:21:59","1404004","3","636.0"
"104356371_circular_0_0","00:23:05","00:23:05","537275","4","989.0"
"104356371_circular_0_0","00:23:40","00:23:40","1377014","5","1172.0"
"104356371_circular_0_0","00:24:13","00:24:13","548274","6","1347.0"
"104356371_circular_0_0","00:24:51","00:24:51","12137826","8","1551.0"
"104356371_circular_0_0","00:25:37","00:25:37","546270","9","1797.0"
"104356371_circular_0_0","00:29:51","00:29:51","1567004","10","3147.0"
"104356371_circular_0_0","00:30:49","00:30:49","548286","11","3453.0"
"104356371_circular_0_0","00:31:36","00:31:36","544261","12","3704.0"
"104356371_circular_0_0","00:32:01","00:32:01","544226","13","3807.0"
"104356371_circular_0_0","00:32:07","00:32:07","541245","14","3868.0"
"104356371_circular_0_0","00:32:27","00:32:27","550246","15","3977.0"
"104356371_circular_0_0","00:35:56","00:35:56","103786298","16","5095.0"
"104356371_circular_0_0","00:36:26","00:36:26","343456540","17","5244.0"
"104356371_circular_0_0","00:37:34","00:37:34","550237","18","5608.0"
"104356371_circular_0_0","00:38:36","00:38:36","548287","19","5936.0"
"104356371_circular_0_0","00:39:17","00:39:17","542236","20","6157.0"
"104356371_circular_0_0","00:40:08","00:40:08","537270","21","6428.0"
"104356371_circular_0_0","00:40:46","00:40:46","547269","22","6632.0"
"104356371_circular_0_0","00:41:35","00:41:35","545248","23","6892.0"
"104356371_circular_0_0","00:42:03","00:42:03","546265","24","7038.0"
"104356371_circular_0_0","00:43:04","00:43:04","549259","25","7361.0"
"104356371_circular_0_0","00:48:56","00:48:56","94926409","26","9237.0"
"104356371_circular_0_0","00:50:59","00:50:59","107256328","27","9885.0"
"104356371_circular_0_0","00:52:05","00:52:05","543258","28","10239.0"
"104356371_circular_0_0","00:53:32","00:53:32","550260","29","10705.0"
"104356371_circular_0_0","00:54:26","00:54:26","88176303","30","10989.0"
"104356371_circular_0_0","00:56:40","00:56:40","551286","31","11703.0"
"104356371_circular_0_0","00:57:10","00:57:10","104356369","32","11865.0"
"104356371_circular_0_0","00:58:08","00:58:08","108436282","33","12171.0"
"104356371_circular_0_0","00:58:47","00:58:47","94926410","34","12378.0"
"104356371_circular_0_0","01:00:28","01:00:28","545264","35","12915.0"
"104356371_circular_0_0","01:01:38","01:01:38","542252","36","13287.0"
"104356371_circular_0_0","01:02:41","01:02:41","104356370","37","13623.0"
"104356371_circular_0_0","01:03:34","01:03:34","539261","38","13901.0"
"104356371_circular_0_0","01:04:53","01:04:53","103786299","39","14325.0"
"104356371_circular_0_0","01:06:17","01:06:17","105796402","40","14771.0"
"104356371_circular_0_0","01:06:56","01:06:56","105796403","41","14978.0"
"104356371_circular_0_0","01:07:52","01:07:52","107256329","42","15275.0"
"104356371_circular_0_0","01:09:46","01:09:46","84736314","43","15885.0"
"104356371_circular_0_0","01:10:45","01:10:45","548281","44","16195.0"
"104356371_circular_0_0","01:11:39","01:11:39","537260","45","16483.0"
"104356371_circular_0_0","01:12:34","01:12:34","541241","46","16779.0"
"104356371_circular_0_0","01:14:13","01:14:13","551265","47","17304.0"
"104356371_circular_0_0","01:14:53","01:14:53","538234","48","17509.0"
"104356371_circular_0_0","01:16:22","01:16:22","550237","49","17987.0"
"104356371_circular_0_0","01:18:18","01:18:18","539245","50","18604.0"
"104356371_circular_0_0","01:19:06","01:19:06","540251","51","18862.0"
"104356371_circular_0_0","01:21:49","01:21:49","550239","52","19726.0"
"104356371_circular_0_0","01:22:37","01:22:37","548282","53","19983.0"
"104356371_circular_0_0","01:23:18","01:23:18","540284","54","20203.0"
"104356371_circular_0_0","01:28:42","01:28:42","351476050","55","21925.0"
"104356371_circular_0_0","00:24:40","00:24:40","4507039100829696","7","1520.0"
"104356371_circular_0_0","01:30:55","01:30:55","550256","56","22635.0"
"104356371_circular_0_0","01:31:38","01:31:38","549266","57","22860.0"
"104356371_circular_0_0","01:32:00","01:32:00","30847099","58","22977.0"
"104356371_circular_0_0","01:33:09","01:33:09","550014","59","23345.0"
"104356371_circular_0_0","01:33:55","01:33:55","537016","60","23588.0"
